Site,Hole,Core,Type,Section,top(cm),Species,CSF-A_new (m),offset_Roy_final,CCSF-A_Royfinal (m),Age(ka),Cibicidoides δ13C,Cibicidoides δ18O
U1337,C,19,X,2,137,Cibicidoides ,310.57,35.04,345.61,15325.3,1.239,1.606
U1337,C,19,X,2,145,Cibicidoides ,310.65,35.04,345.69,15328.0,1.566,1.664
U1337,C,19,X,3,0,Cibicidoides ,310.7,35.04,345.74,15329.7,1.583,1.801
U1337,C,19,X,3,8,Cibicidoides ,310.78,35.04,345.82,15332.4,1.537,1.792
U1337,C,19,X,3,16,Cibicidoides ,310.86,35.04,345.9,15335.1,1.702,1.890
U1337,C,19,X,3,32,Cibicidoides ,311.02,35.04,346.06,15340.5,1.721,1.759
U1337,C,19,X,3,40,Cibicidoides ,311.1,35.04,346.14,15343.2,1.604,1.528
U1337,C,19,X,3,48,Cibicidoides ,311.18,35.04,346.22,15345.8,1.739,1.686
U1337,C,19,X,3,56,Cibicidoides ,311.26,35.04,346.3,15348.5,1.738,1.513
U1337,C,19,X,3,64,Cibicidoides ,311.34,35.04,346.38,15351.2,1.733,1.487
U1337,C,19,X,3,72,Cibicidoides ,311.42,35.04,346.46,15353.9,1.733,1.252
U1337,C,19,X,3,80,Cibicidoides ,311.5,35.04,346.54,15356.6,1.529,1.390
U1337,C,19,X,3,88,Cibicidoides ,311.58,35.04,346.62,15359.3,1.453,1.165
U1337,C,19,X,3,96,Cibicidoides ,311.66,35.04,346.7,15364.5,1.411,1.219
U1337,C,19,X,3,104,Cibicidoides ,311.74,35.04,346.78,15369.7,1.371,1.118
U1337,C,19,X,3,112,Cibicidoides ,311.82,35.04,346.86,15374.9,1.295,1.264
U1337,C,19,X,3,120,Cibicidoides ,311.9,35.04,346.94,15380.1,1.526,1.511
U1337,C,19,X,3,128,Cibicidoides ,311.98,35.04,347.02,15385.3,1.635,1.704
U1337,C,19,X,3,136,Cibicidoides ,312.06,35.04,347.1,15390.5,1.728,1.511
U1337,C,19,X,3,144,Cibicidoides ,312.14,35.04,347.18,15395.8,1.579,1.370
U1337,C,19,X,4,0,Cibicidoides ,312.2,35.04,347.24,15399.7,1.312,1.052
U1337,C,19,X,4,8,Cibicidoides ,312.28,35.04,347.32,15403.7,1.612,1.267
U1337,C,19,X,4,16,Cibicidoides ,312.36,35.04,347.4,15407.6,1.411,1.114
U1337,C,19,X,4,24,Cibicidoides ,312.44,35.04,347.48,15411.4,1.529,1.273
U1337,C,19,X,4,40,Cibicidoides ,312.6,35.04,347.64,15419.1,1.105,1.109
U1337,C,19,X,4,56,Cibicidoides ,312.76,35.04,347.8,15426.8,1.357,1.525
U1337,C,19,X,4,80,Cibicidoides ,313,35.04,348.04,15438.3,1.386,1.561
U1337,C,19,X,4,88,Cibicidoides ,313.08,35.04,348.12,15442.2,1.612,1.738
U1337,C,19,X,4,96,Cibicidoides ,313.16,35.04,348.2,15446.6,1.593,1.546
U1337,C,19,X,4,104,Cibicidoides ,313.24,35.04,348.28,15451.2,1.422,1.515
U1337,C,19,X,4,112,Cibicidoides ,313.32,35.04,348.36,15455.7,1.401,1.453
U1337,C,19,X,4,120,Cibicidoides ,313.4,35.04,348.44,15460.3,1.514,1.493
U1337,C,19,X,4,128,Cibicidoides ,313.48,35.04,348.52,15464.9,1.376,1.488
U1337,C,19,X,4,136,Cibicidoides ,313.56,35.04,348.6,15469.4,1.725,1.732
U1337,C,19,X,4,144,Cibicidoides ,313.64,35.04,348.68,15474.0,1.313,1.566
U1337,C,19,X,5,0,Cibicidoides ,313.7,35.04,348.74,15477.4,1.653,1.586
U1337,C,19,X,5,8,Cibicidoides ,313.78,35.04,348.82,15482.0,1.664,1.617
U1337,C,19,X,5,16,Cibicidoides ,313.86,35.04,348.9,15486.9,1.648,1.627
U1337,C,19,X,5,24,Cibicidoides ,313.94,35.04,348.98,15491.8,1.495,1.450
U1337,A,35,X,2,40,Cibicidoides ,320.8,28.67,349.47,15521.7,1.690,1.545
U1337,A,35,X,2,50,Cibicidoides ,320.9,28.67,349.57,15526.5,1.472,1.273
U1337,A,35,X,2,60,Cibicidoides ,321,28.67,349.67,15531.3,1.401,1.301
U1337,A,35,X,2,70,Cibicidoides ,321.1,28.67,349.77,15536.1,0.969,0.803
U1337,A,35,X,2,80,Cibicidoides ,321.2,28.67,349.87,15540.9,1.017,0.959
U1337,A,35,X,2,100,Cibicidoides ,321.4,28.67,350.07,15550.4,0.995,0.828
U1337,A,35,X,2,110,Cibicidoides ,321.5,28.67,350.17,15555.2,1.109,0.806
U1337,A,35,X,2,120,Cibicidoides ,321.6,28.67,350.27,15560.0,0.889,0.769
U1337,A,35,X,2,140,Cibicidoides ,321.8,28.67,350.47,15572.0,1.074,0.919
U1337,A,35,X,3,0,Cibicidoides ,321.9,28.67,350.57,15578.0,1.323,0.978
U1337,A,35,X,3,10,Cibicidoides ,322,28.67,350.67,15584.0,0.957,0.676
U1337,A,35,X,3,20,Cibicidoides ,322.1,28.67,350.77,15590.0,0.823,0.625
U1337,D,36,X,2,80,Cibicidoides ,316.8,33.99,350.79,15591.2,1.067,0.775
U1337,D,36,X,2,88,Cibicidoides ,316.88,33.99,350.87,15596.0,1.090,1.112
U1337,D,36,X,2,96,Cibicidoides ,316.96,33.99,350.95,15600.8,1.581,1.589
U1337,D,36,X,2,96,Cibicidoides ,316.96,33.99,350.95,15600.8,1.740,2.133
U1337,D,36,X,2,112,Cibicidoides ,317.12,33.99,351.11,15610.0,1.477,1.643
U1337,D,36,X,2,128,Cibicidoides ,317.28,33.99,351.27,15619.3,1.165,1.637
U1337,D,36,X,2,144,Cibicidoides ,317.44,33.99,351.43,15628.6,1.525,1.716
U1337,D,36,X,3,8,Cibicidoides ,317.58,33.99,351.57,15636.7,1.415,1.749
U1337,D,36,X,3,16,Cibicidoides ,317.66,33.99,351.65,15641.3,1.504,1.683
U1337,D,36,X,3,24,Cibicidoides ,317.74,33.99,351.73,15646.0,1.519,1.775
U1337,D,36,X,3,40,Cibicidoides ,317.9,33.99,351.89,15658.4,1.523,1.549
U1337,D,36,X,3,56,Cibicidoides ,318.06,33.99,352.05,15670.8,1.118,1.412
U1337,D,36,X,3,64,Cibicidoides ,318.14,33.99,352.13,15677.0,1.207,1.505
U1337,D,36,X,3,72,Cibicidoides ,318.22,33.99,352.21,15683.2,0.996,1.070
U1337,D,36,X,3,80,Cibicidoides ,318.3,33.99,352.29,15687.4,1.176,1.355
U1337,D,36,X,3,88,Cibicidoides ,318.38,33.99,352.37,15691.4,1.405,1.623
U1337,D,36,X,3,104,Cibicidoides ,318.54,33.99,352.53,15699.4,1.574,2.101
U1337,D,36,X,3,112,Cibicidoides ,318.62,33.99,352.61,15703.4,1.118,1.240
U1337,D,36,X,3,120,Cibicidoides ,318.7,33.99,352.69,15707.4,1.626,1.301
U1337,D,36,X,3,128,Cibicidoides ,318.78,33.99,352.77,15711.4,1.499,1.187
U1337,D,36,X,3,136,Cibicidoides ,318.86,33.99,352.85,15715.4,1.501,1.289
U1337,D,36,X,3,144,Cibicidoides ,318.94,33.99,352.93,15719.5,1.202,1.060
U1337,D,36,X,4,0,Cibicidoides ,319,33.99,352.99,15723.5,1.169,1.409
U1337,D,36,X,4,16,Cibicidoides ,319.16,33.99,353.15,15734.2,1.423,1.364
U1337,D,36,X,4,24,Cibicidoides ,319.24,33.99,353.23,15739.5,1.475,1.223
U1337,D,36,X,4,32,Cibicidoides ,319.32,33.99,353.31,15744.9,1.706,2.174
U1337,D,36,X,4,40,Cibicidoides ,319.4,33.99,353.39,15750.2,1.547,1.529
U1337,D,36,X,4,48,Cibicidoides ,319.48,33.99,353.47,15755.6,1.724,1.637
U1337,D,36,X,4,64,Cibicidoides ,319.64,33.99,353.63,15766.2,1.323,1.232
U1337,D,36,X,4,80,Cibicidoides ,319.8,33.99,353.79,15774.6,1.612,1.611
U1337,D,36,X,4,96,Cibicidoides ,319.96,33.99,353.95,15783.0,1.515,1.589
U1337,D,36,X,4,104,Cibicidoides ,320.04,33.99,354.03,15787.2,1.638,1.464
U1337,D,36,X,4,112,Cibicidoides ,320.12,33.99,354.11,15791.4,1.572,1.653
U1337,D,36,X,4,120,Cibicidoides ,320.2,33.99,354.19,15795.6,1.602,1.430
U1337,D,36,X,4,128,Cibicidoides ,320.28,33.99,354.27,15799.8,1.567,1.442
U1337,D,36,X,4,136,Cibicidoides ,320.36,33.99,354.35,15804.0,1.391,1.188
U1337,D,36,X,4,144,Cibicidoides ,320.44,33.99,354.43,15809.6,1.207,1.357
U1337,D,36,X,5,0,Cibicidoides ,320.5,33.99,354.49,15813.8,1.464,1.637
U1337,D,36,X,5,8,Cibicidoides ,320.58,33.99,354.57,15819.3,1.556,1.768
U1337,D,36,X,5,16,Cibicidoides ,320.66,33.99,354.65,15824.9,1.400,1.660
U1337,D,36,X,5,24,Cibicidoides ,320.74,33.99,354.73,15830.5,1.685,1.876
U1337,D,36,X,5,40,Cibicidoides ,320.9,33.99,354.89,15841.6,1.762,1.371
U1337,D,36,X,5,48,Cibicidoides ,320.98,33.99,354.97,15847.2,1.800,1.369
U1337,D,36,X,5,56,Cibicidoides ,321.06,33.99,355.05,15852.6,1.549,1.361
U1337,D,36,X,5,72,Cibicidoides ,321.22,33.99,355.21,15861.5,1.604,1.638
U1337,D,36,X,5,80,Cibicidoides ,321.3,33.99,355.29,15866.0,1.753,1.604
U1337,D,36,X,5,88,Cibicidoides ,321.38,33.99,355.37,15870.5,1.760,1.659
U1337,D,36,X,5,112,Cibicidoides ,321.62,33.99,355.61,15883.8,1.666,1.566
U1337,D,36,X,5,120,Cibicidoides ,321.7,33.99,355.69,15888.3,1.620,1.585
U1337,D,36,X,5,128,Cibicidoides ,321.78,33.99,355.77,15892.7,1.288,1.496
