Site,Hole,Core,Type,Section,top(cm),Species,CSF-A_new (m),offset_Roy_final,CCSF-A_Royfinal (m),Age(ka),Cibicidoides δ13C,Cibicidoides δ18O
U1337,C,14,X,1,27,Cibicidoides ,259.97,36.17,296.14,13184.2,0.673,1.866
U1337,C,14,X,1,35,Cibicidoides ,260.05,36.17,296.22,13186.0,0.810,2.002
U1337,C,14,X,1,43,Cibicidoides ,260.13,36.17,296.3,13187.9,0.972,2.229
U1337,C,14,X,1,51,Cibicidoides ,260.21,36.17,296.38,13189.8,0.945,2.492
U1337,C,14,X,1,59,Cibicidoides ,260.29,36.17,296.46,13191.6,0.831,2.358
U1337,C,14,X,1,67,Cibicidoides ,260.37,36.17,296.54,13193.5,0.830,2.201
U1337,C,14,X,1,75,Cibicidoides ,260.45,36.17,296.62,13195.4,0.834,2.401
U1337,C,14,X,1,83,Cibicidoides ,260.53,36.17,296.7,13197.2,0.910,2.365
U1337,C,14,X,1,91,Cibicidoides ,260.61,36.17,296.78,13199.1,0.856,2.351
U1337,C,14,X,1,99,Cibicidoides ,260.69,36.17,296.86,13201.0,1.108,2.413
U1337,C,14,X,1,107,Cibicidoides ,260.77,36.17,296.94,13202.8,1.062,2.282
U1337,C,14,X,1,115,Cibicidoides ,260.85,36.17,297.02,13204.7,1.043,2.323
U1337,C,14,X,1,123,Cibicidoides ,260.93,36.17,297.1,13206.6,0.817,2.162
U1337,C,14,X,1,131,Cibicidoides ,261.01,36.17,297.18,13208.4,0.794,2.192
U1337,C,14,X,1,139,Cibicidoides ,261.09,36.17,297.26,13210.3,0.704,2.102
U1337,C,14,X,2,0,Cibicidoides ,261.2,36.17,297.37,13212.8,0.909,2.178
U1337,C,14,X,2,8,Cibicidoides ,261.28,36.17,297.45,13214.7,0.822,2.116
U1337,C,14,X,2,16,Cibicidoides ,261.36,36.17,297.53,13216.6,0.882,2.046
U1337,C,14,X,2,24,Cibicidoides ,261.44,36.17,297.61,13219.8,0.809,2.174
U1337,C,14,X,2,32,Cibicidoides ,261.52,36.17,297.69,13222.9,0.984,2.192
U1337,C,14,X,2,40,Cibicidoides ,261.6,36.17,297.77,13226.1,0.841,2.158
U1337,C,14,X,2,48,Cibicidoides ,261.68,36.17,297.85,13229.3,0.778,2.080
U1337,C,14,X,2,56,Cibicidoides ,261.76,36.17,297.93,13232.4,0.910,2.191
U1337,C,14,X,2,64,Cibicidoides ,261.84,36.17,298.01,13235.6,0.892,1.816
U1337,C,14,X,2,72,Cibicidoides ,261.92,36.17,298.09,13238.8,0.806,1.948
U1337,C,14,X,2,88,Cibicidoides ,262.08,36.17,298.25,13245.1,0.637,2.078
U1337,C,14,X,2,96,Cibicidoides ,262.16,36.17,298.33,13248.3,0.732,1.796
U1337,C,14,X,2,104,Cibicidoides ,262.24,36.17,298.41,13251.4,0.804,2.134
U1337,C,14,X,2,112,Cibicidoides ,262.32,36.17,298.49,13254.6,0.495,1.745
U1337,C,14,X,2,120,Cibicidoides ,262.4,36.17,298.57,13256.8,0.581,1.827
U1337,C,14,X,2,128,Cibicidoides ,262.48,36.17,298.65,13258.7,0.782,2.026
U1337,C,14,X,2,136,Cibicidoides ,262.56,36.17,298.73,13260.6,0.900,2.017
U1337,C,14,X,2,144,Cibicidoides ,262.64,36.17,298.81,13262.5,0.706,1.969
U1337,C,14,X,3,0,Cibicidoides ,262.7,36.17,298.87,13263.9,0.887,2.083
U1337,C,14,X,3,8,Cibicidoides ,262.78,36.17,298.95,13265.8,0.820,1.930
U1337,C,14,X,3,16,Cibicidoides ,262.86,36.17,299.03,13267.7,0.910,1.890
U1337,C,14,X,3,24,Cibicidoides ,262.94,36.17,299.11,13269.6,0.925,1.953
U1337,C,14,X,3,32,Cibicidoides ,263.02,36.17,299.19,13271.5,1.118,2.306
U1337,C,14,X,3,40,Cibicidoides ,263.1,36.17,299.27,13273.4,0.654,1.808
U1337,C,14,X,3,48,Cibicidoides ,263.18,36.17,299.35,13275.3,0.877,2.214
U1337,C,14,X,3,56,Cibicidoides ,263.26,36.17,299.43,13277.2,0.605,2.237
U1337,C,14,X,3,64,Cibicidoides ,263.34,36.17,299.51,13279.1,1.047,2.332
U1337,C,14,X,3,72,Cibicidoides ,263.42,36.17,299.59,13281.0,1.014,2.175
U1337,C,14,X,3,80,Cibicidoides ,263.5,36.17,299.67,13282.9,1.055,2.366
U1337,C,14,X,3,88,Cibicidoides ,263.58,36.17,299.75,13284.8,1.018,1.952
U1337,C,14,X,3,96,Cibicidoides ,263.66,36.17,299.83,13286.8,1.021,2.099
U1337,C,14,X,3,104,Cibicidoides ,263.74,36.17,299.91,13288.7,0.935,1.905
U1337,C,14,X,3,112,Cibicidoides ,263.82,36.17,299.99,13290.6,1.085,2.075
U1337,C,14,X,3,120,Cibicidoides ,263.9,36.17,300.07,13292.5,0.909,1.833
U1337,C,14,X,3,128,Cibicidoides ,263.98,36.17,300.15,13296.1,0.970,1.821
U1337,C,14,X,3,136,Cibicidoides ,264.06,36.17,300.23,13299.7,0.749,1.893
U1337,C,14,X,3,144,Cibicidoides ,264.14,36.17,300.31,13303.4,0.868,1.851
U1337,C,14,X,4,0,Cibicidoides ,264.2,36.17,300.37,13306.1,0.942,2.094
U1337,C,14,X,4,8,Cibicidoides ,264.28,36.17,300.45,13309.7,0.892,2.175
U1337,C,14,X,4,16,Cibicidoides ,264.36,36.17,300.53,13313.3,0.908,2.023
U1337,C,14,X,4,24,Cibicidoides ,264.44,36.17,300.61,13317.0,0.799,1.790
U1337,C,14,X,4,32,Cibicidoides ,264.52,36.17,300.69,13320.6,1.026,1.841
U1337,C,14,X,4,40,Cibicidoides ,264.6,36.17,300.77,13324.2,1.041,1.845
U1337,C,14,X,4,48,Cibicidoides ,264.68,36.17,300.85,13327.9,0.886,1.843
U1337,C,14,X,4,56,Cibicidoides ,264.76,36.17,300.93,13331.5,0.931,1.839
U1337,C,14,X,4,64,Cibicidoides ,264.84,36.17,301.01,13335.1,0.734,1.516
U1337,C,14,X,4,72,Cibicidoides ,264.92,36.17,301.09,13338.6,0.801,1.814
U1337,C,14,X,4,80,Cibicidoides ,265,36.17,301.17,13342.1,0.664,1.699
U1337,C,14,X,4,88,Cibicidoides ,265.08,36.17,301.25,13345.6,0.954,2.162
U1337,C,14,X,4,96,Cibicidoides ,265.16,36.17,301.33,13349.0,0.956,2.035
U1337,C,14,X,4,104,Cibicidoides ,265.24,36.17,301.41,13352.5,0.818,2.062
U1337,C,14,X,4,112,Cibicidoides ,265.32,36.17,301.49,13356.0,0.977,2.090
U1337,C,14,X,4,120,Cibicidoides ,265.4,36.17,301.57,13359.5,1.091,2.029
U1337,C,14,X,4,128,Cibicidoides ,265.48,36.17,301.65,13363.0,1.111,1.919
U1337,C,14,X,4,136,Cibicidoides ,265.56,36.17,301.73,13366.4,1.176,2.047
U1337,C,14,X,4,144,Cibicidoides ,265.64,36.17,301.81,13369.9,1.170,2.069
U1337,C,14,X,5,0,Cibicidoides ,265.7,36.17,301.87,13372.5,0.911,2.028
U1337,C,14,X,5,8,Cibicidoides ,265.78,36.17,301.95,13375.9,0.898,1.829
U1337,C,14,X,5,16,Cibicidoides ,265.86,36.17,302.03,13378.9,1.083,2.145
U1337,C,14,X,5,24,Cibicidoides ,265.94,36.17,302.11,13381.8,1.030,2.050
U1337,C,14,X,5,32,Cibicidoides ,266.02,36.17,302.19,13384.8,1.015,2.152
U1337,C,14,X,5,40,Cibicidoides ,266.1,36.17,302.27,13387.8,1.056,2.132
U1337,C,14,X,5,48,Cibicidoides ,266.18,36.17,302.35,13390.7,1.216,2.307
U1337,C,14,X,5,56,Cibicidoides ,266.26,36.17,302.43,13393.7,1.153,2.293
U1337,C,14,X,5,64,Cibicidoides ,266.34,36.17,302.51,13396.7,1.070,2.213
U1337,C,14,X,5,72,Cibicidoides ,266.42,36.17,302.59,13399.6,1.102,2.103
U1337,C,14,X,5,80,Cibicidoides ,266.5,36.17,302.67,13402.6,1.177,2.259
U1337,C,14,X,5,88,Cibicidoides ,266.58,36.17,302.75,13405.5,1.014,2.098
U1337,C,14,X,5,96,Cibicidoides ,266.66,36.17,302.83,13408.5,0.887,2.106
U1337,C,14,X,5,104,Cibicidoides ,266.74,36.17,302.91,13411.5,1.032,2.042
U1337,C,14,X,5,112,Cibicidoides ,266.82,36.17,302.99,13414.4,0.898,2.011
U1337,C,14,X,5,120,Cibicidoides ,266.9,36.17,303.07,13417.4,0.873,1.914
U1337,C,14,X,5,128,Cibicidoides ,266.98,36.17,303.15,13419.5,1.025,2.174
U1337,C,14,X,5,136,Cibicidoides ,267.06,36.17,303.23,13421.5,0.950,1.968
U1337,C,14,X,5,144,Cibicidoides ,267.14,36.17,303.31,13423.6,0.961,2.103
U1337,C,14,X,6,0,Cibicidoides ,267.2,36.17,303.37,13425.2,1.027,2.163
U1337,D,31,X,2,32,Cibicidoides ,268.82,34.69,303.51,13428.8,1.044,2.041
U1337,D,31,X,2,40,Cibicidoides ,268.9,34.69,303.59,13430.9,1.029,1.953
U1337,D,31,X,2,48,Cibicidoides ,268.98,34.69,303.67,13432.9,0.940,2.185
U1337,D,31,X,2,56,Cibicidoides ,269.06,34.69,303.75,13435.0,0.900,1.910
U1337,D,31,X,2,64,Cibicidoides ,269.14,34.69,303.83,13437.1,1.032,2.012
U1337,D,31,X,2,72,Cibicidoides ,269.22,34.69,303.91,13439.1,0.999,2.107
U1337,D,31,X,2,80,Cibicidoides ,269.3,34.69,303.99,13441.2,1.099,2.157
U1337,D,31,X,2,88,Cibicidoides ,269.38,34.69,304.07,13443.3,1.096,2.052
U1337,D,31,X,2,96,Cibicidoides ,269.46,34.69,304.15,13445.4,0.830,2.184
U1337,D,31,X,2,104,Cibicidoides ,269.54,34.69,304.23,13447.4,1.011,1.870
U1337,D,31,X,2,112,Cibicidoides ,269.62,34.69,304.31,13449.5,1.207,2.069
U1337,D,31,X,2,120,Cibicidoides ,269.7,34.69,304.39,13451.6,1.146,1.945
U1337,D,31,X,2,128,Cibicidoides ,269.78,34.69,304.47,13453.6,1.197,1.888
U1337,D,31,X,2,136,Cibicidoides ,269.86,34.69,304.55,13456.0,0.951,1.670
U1337,D,31,X,2,144,Cibicidoides ,269.94,34.69,304.63,13460.1,1.214,1.998
U1337,D,31,X,3,0,Cibicidoides ,270,34.69,304.69,13463.2,0.908,1.965
U1337,D,31,X,3,8,Cibicidoides ,270.08,34.69,304.77,13467.3,1.134,2.297
U1337,D,31,X,3,16,Cibicidoides ,270.16,34.69,304.85,13471.4,0.910,1.898
U1337,D,31,X,3,24,Cibicidoides ,270.24,34.69,304.93,13475.5,0.975,1.997
U1337,D,31,X,3,32,Cibicidoides ,270.32,34.69,305.01,13479.6,1.186,1.864
U1337,D,31,X,3,48,Cibicidoides ,270.48,34.69,305.17,13487.8,1.020,1.668
U1337,D,31,X,3,56,Cibicidoides ,270.56,34.69,305.25,13491.9,1.240,1.839
U1337,D,31,X,3,64,Cibicidoides ,270.64,34.69,305.33,13495.9,1.088,1.631
U1337,D,31,X,3,72,Cibicidoides ,270.72,34.69,305.41,13498.3,1.179,1.850
U1337,D,31,X,3,80,Cibicidoides ,270.8,34.69,305.49,13500.7,0.889,1.654
U1337,D,31,X,3,88,Cibicidoides ,270.88,34.69,305.57,13503.1,1.192,2.160
U1337,D,31,X,3,96,Cibicidoides ,270.96,34.69,305.65,13505.4,1.077,2.003
U1337,D,31,X,3,104,Cibicidoides ,271.04,34.69,305.73,13507.8,1.056,2.034
U1337,D,31,X,3,112,Cibicidoides ,271.12,34.69,305.81,13510.2,0.965,2.054
U1337,D,31,X,3,120,Cibicidoides ,271.2,34.69,305.89,13512.6,1.163,2.276
U1337,D,31,X,3,128,Cibicidoides ,271.28,34.69,305.97,13515.0,1.169,2.097
U1337,D,31,X,3,136,Cibicidoides ,271.36,34.69,306.05,13517.4,1.006,2.025
U1337,D,31,X,3,144,Cibicidoides ,271.44,34.69,306.13,13519.7,1.031,2.058
U1337,D,31,X,4,0,Cibicidoides ,271.5,34.69,306.19,13521.5,1.103,2.113
U1337,D,31,X,4,8,Cibicidoides ,271.58,34.69,306.27,13523.9,1.148,2.129
U1337,D,31,X,4,16,Cibicidoides ,271.66,34.69,306.35,13526.3,1.339,2.422
U1337,D,31,X,4,24,Cibicidoides ,271.74,34.69,306.43,13528.7,1.219,2.139
U1337,D,31,X,4,32,Cibicidoides ,271.82,34.69,306.51,13531.1,1.065,2.087
U1337,D,31,X,4,40,Cibicidoides ,271.9,34.69,306.59,13533.4,0.994,2.078
U1337,D,31,X,4,56,Cibicidoides ,272.06,34.69,306.75,13538.2,1.069,1.684
U1337,D,31,X,4,64,Cibicidoides ,272.14,34.69,306.83,13541.6,1.379,2.073
U1337,D,31,X,4,72,Cibicidoides ,272.22,34.69,306.91,13545.1,0.886,1.762
U1337,D,31,X,4,80,Cibicidoides ,272.3,34.69,306.99,13548.6,0.943,1.765
U1337,D,31,X,4,88,Cibicidoides ,272.38,34.69,307.07,13552.1,1.078,2.092
U1337,D,31,X,4,96,Cibicidoides ,272.46,34.69,307.15,13555.6,1.224,2.142
U1337,D,31,X,4,104,Cibicidoides ,272.54,34.69,307.23,13559.1,1.113,2.059
U1337,D,31,X,4,112,Cibicidoides ,272.62,34.69,307.31,13562.7,1.241,2.041
U1337,D,31,X,4,120,Cibicidoides ,272.7,34.69,307.39,13566.2,1.112,1.822
U1337,D,31,X,4,128,Cibicidoides ,272.78,34.69,307.47,13569.7,1.221,2.079
U1337,C,15,X,2,93,Cibicidoides ,271.73,35.79,307.52,13571.9,1.151,1.892
U1337,D,31,X,4,136,Cibicidoides ,272.86,34.69,307.55,13573.2,1.162,1.903
U1337,C,15,X,2,101,Cibicidoides ,271.81,35.79,307.6,13575.4,1.043,1.974
U1337,D,31,X,4,144,Cibicidoides ,272.94,34.69,307.63,13576.7,0.929,1.843
U1337,C,15,X,2,109,Cibicidoides ,271.89,35.79,307.68,13578.9,1.087,1.965
U1337,D,31,X,5,0,Cibicidoides ,273,34.69,307.69,13579.3,0.813,1.849
U1337,C,15,X,2,117,Cibicidoides ,271.97,35.79,307.76,13582.3,0.981,1.697
U1337,D,31,X,5,8,Cibicidoides ,273.08,34.69,307.77,13582.6,1.042,2.068
U1337,C,15,X,2,125,Cibicidoides ,272.05,35.79,307.84,13585.0,0.897,1.750
U1337,D,31,X,5,16,Cibicidoides ,273.16,34.69,307.85,13585.3,1.192,2.175
U1337,C,15,X,2,133,Cibicidoides ,272.13,35.79,307.92,13587.7,1.264,2.248
U1337,D,31,X,5,24,Cibicidoides ,273.24,34.69,307.93,13588.0,1.191,2.252
U1337,C,15,X,2,141,Cibicidoides ,272.21,35.79,308,13590.4,1.305,2.178
U1337,D,31,X,5,32,Cibicidoides ,273.32,34.69,308.01,13590.7,1.182,2.217
U1337,D,31,X,5,40,Cibicidoides ,273.4,34.69,308.09,13593.4,1.182,2.166
U1337,C,15,X,3,0,Cibicidoides ,272.3,35.79,308.09,13593.4,1.246,2.140
U1337,C,15,X,3,8,Cibicidoides ,272.38,35.79,308.17,13596.1,1.226,2.060
U1337,D,31,X,5,48,Cibicidoides ,273.48,34.69,308.17,13596.1,1.270,2.003
U1337,D,31,X,5,56,Cibicidoides ,273.56,34.69,308.25,13598.8,1.206,1.944
U1337,C,15,X,3,16,Cibicidoides ,272.46,35.79,308.25,13598.8,0.863,2.297
U1337,D,31,X,5,64,Cibicidoides ,273.64,34.69,308.33,13601.5,1.024,1.973
U1337,C,15,X,3,24,Cibicidoides ,272.54,35.79,308.33,13601.5,1.330,2.182
U1337,C,15,X,3,32,Cibicidoides ,272.62,35.79,308.41,13604.2,1.194,2.084
U1337,D,31,X,5,72,Cibicidoides ,273.72,34.69,308.41,13604.2,0.908,1.846
U1337,C,15,X,3,40,Cibicidoides ,272.7,35.79,308.49,13606.9,1.271,1.864
U1337,D,31,X,5,80,Cibicidoides ,273.8,34.69,308.49,13606.9,0.909,1.916
U1337,D,31,X,5,88,Cibicidoides ,273.88,34.69,308.57,13609.6,0.778,1.951
U1337,C,15,X,3,48,Cibicidoides ,272.78,35.79,308.57,13609.6,1.116,1.988
U1337,D,31,X,5,96,Cibicidoides ,273.96,34.69,308.65,13612.3,0.890,1.790
U1337,C,15,X,3,56,Cibicidoides ,272.86,35.79,308.65,13612.3,0.979,1.893
U1337,C,15,X,3,64,Cibicidoides ,272.94,35.79,308.73,13615.0,0.875,1.883
U1337,C,15,X,3,72,Cibicidoides ,273.02,35.79,308.81,13617.7,0.991,1.821
U1337,C,15,X,3,80,Cibicidoides ,273.1,35.79,308.89,13620.4,0.935,1.730
U1337,C,15,X,3,88,Cibicidoides ,273.18,35.79,308.97,13623.0,0.947,1.730
U1337,C,15,X,3,96,Cibicidoides ,273.26,35.79,309.05,13625.7,0.783,1.793
U1337,C,15,X,3,104,Cibicidoides ,273.34,35.79,309.13,13628.3,0.860,1.781
U1337,C,15,X,3,112,Cibicidoides ,273.42,35.79,309.21,13630.9,0.944,1.896
U1337,C,15,X,3,120,Cibicidoides ,273.5,35.79,309.29,13633.6,0.971,1.924
U1337,C,15,X,3,128,Cibicidoides ,273.58,35.79,309.37,13636.2,0.945,2.011
U1337,C,15,X,3,136,Cibicidoides ,273.66,35.79,309.45,13638.8,0.872,1.998
U1337,C,15,X,3,144,Cibicidoides ,273.74,35.79,309.53,13641.5,1.094,2.016
U1337,C,15,X,4,0,Cibicidoides ,273.8,35.79,309.59,13643.4,1.022,2.008
U1337,C,15,X,4,8,Cibicidoides ,273.88,35.79,309.67,13646.1,0.891,1.725
U1337,C,15,X,4,16,Cibicidoides ,273.96,35.79,309.75,13648.7,1.205,1.690
U1337,C,15,X,4,24,Cibicidoides ,274.04,35.79,309.83,13651.3,1.120,1.647
U1337,C,15,X,4,32,Cibicidoides ,274.12,35.79,309.91,13654.0,1.052,1.861
U1337,C,15,X,4,40,Cibicidoides ,274.2,35.79,309.99,13656.6,0.749,1.524
U1337,C,15,X,4,48,Cibicidoides ,274.28,35.79,310.07,13659.1,0.560,1.504
U1337,C,15,X,4,56,Cibicidoides ,274.36,35.79,310.15,13660.8,0.907,1.838
U1337,C,15,X,4,64,Cibicidoides ,274.44,35.79,310.23,13662.6,1.233,2.035
U1337,C,15,X,4,72,Cibicidoides ,274.52,35.79,310.31,13664.3,1.328,2.302
U1337,C,15,X,4,80,Cibicidoides ,274.6,35.79,310.39,13666.1,1.304,2.141
U1337,C,15,X,4,88,Cibicidoides ,274.68,35.79,310.47,13667.9,1.278,1.943
U1337,C,15,X,4,96,Cibicidoides ,274.76,35.79,310.55,13669.6,1.453,1.972
U1337,C,15,X,4,104,Cibicidoides ,274.84,35.79,310.63,13671.4,1.751,2.214
U1337,C,15,X,4,112,Cibicidoides ,274.92,35.79,310.71,13673.2,1.505,2.144
U1337,C,15,X,4,120,Cibicidoides ,275,35.79,310.79,13674.9,1.400,2.157
U1337,C,15,X,4,128,Cibicidoides ,275.08,35.79,310.87,13676.7,1.335,2.131
U1337,C,15,X,4,136,Cibicidoides ,275.16,35.79,310.95,13678.5,1.434,2.020
U1337,D,32,X,1,60,Cibicidoides ,276.8,34.31,311.11,13682.0,1.340,2.165
U1337,D,32,X,1,68,Cibicidoides ,276.88,34.31,311.19,13683.8,1.233,2.053
U1337,D,32,X,1,76,Cibicidoides ,276.96,34.31,311.27,13685.5,1.338,2.044
U1337,D,32,X,1,84,Cibicidoides ,277.04,34.31,311.35,13687.3,1.288,2.020
U1337,D,32,X,1,92,Cibicidoides ,277.12,34.31,311.43,13689.1,1.108,1.773
U1337,D,32,X,1,100,Cibicidoides ,277.2,34.31,311.51,13690.8,1.296,1.954
U1337,D,32,X,1,108,Cibicidoides ,277.28,34.31,311.59,13692.6,1.431,2.178
U1337,D,32,X,1,116,Cibicidoides ,277.36,34.31,311.67,13694.4,1.402,2.122
U1337,D,32,X,1,124,Cibicidoides ,277.44,34.31,311.75,13696.1,1.233,1.894
U1337,D,32,X,1,132,Cibicidoides ,277.52,34.31,311.83,13697.9,1.229,1.789
U1337,D,32,X,1,140,Cibicidoides ,277.6,34.31,311.91,13699.6,1.273,1.928
U1337,D,32,X,2,0,Cibicidoides ,277.7,34.31,312.01,13701.9,1.255,1.840
U1337,D,32,X,2,8,Cibicidoides ,277.78,34.31,312.09,13703.6,1.297,1.758
U1337,D,32,X,2,16,Cibicidoides ,277.86,34.31,312.17,13705.7,1.152,1.881
U1337,D,32,X,2,24,Cibicidoides ,277.94,34.31,312.25,13707.8,1.506,1.837
U1337,D,32,X,2,32,Cibicidoides ,278.02,34.31,312.33,13709.9,1.674,2.261
U1337,D,32,X,2,40,Cibicidoides ,278.1,34.31,312.41,13712.0,1.705,2.213
U1337,D,32,X,2,48,Cibicidoides ,278.18,34.31,312.49,13714.1,1.461,2.173
U1337,D,32,X,2,56,Cibicidoides ,278.26,34.31,312.57,13716.2,1.671,2.209
U1337,D,32,X,2,64,Cibicidoides ,278.34,34.31,312.65,13718.3,1.683,2.265
U1337,D,32,X,2,72,Cibicidoides ,278.42,34.31,312.73,13720.4,1.590,2.176
U1337,D,32,X,2,80,Cibicidoides ,278.5,34.31,312.81,13722.5,1.650,2.128
U1337,D,32,X,2,88,Cibicidoides ,278.58,34.31,312.89,13724.6,1.730,2.186
U1337,D,32,X,2,104,Cibicidoides ,278.74,34.31,313.05,13728.8,1.571,2.058
U1337,D,32,X,2,112,Cibicidoides ,278.82,34.31,313.13,13730.9,1.685,2.063
U1337,D,32,X,2,120,Cibicidoides ,278.9,34.31,313.21,13732.9,1.175,2.192
U1337,D,32,X,2,128,Cibicidoides ,278.98,34.31,313.29,13735.0,1.585,1.925
U1337,D,32,X,2,136,Cibicidoides ,279.06,34.31,313.37,13737.1,1.634,2.075
U1337,D,32,X,2,144,Cibicidoides ,279.14,34.31,313.45,13739.2,1.624,1.908
U1337,D,32,X,3,0,Cibicidoides ,279.2,34.31,313.51,13740.8,1.738,1.939
U1337,D,32,X,3,8,Cibicidoides ,279.28,34.31,313.59,13742.9,1.740,2.009
U1337,D,32,X,3,16,Cibicidoides ,279.36,34.31,313.67,13745.0,1.490,1.900
U1337,D,32,X,3,32,Cibicidoides ,279.52,34.31,313.83,13749.9,1.596,2.052
U1337,D,32,X,3,40,Cibicidoides ,279.6,34.31,313.91,13752.3,1.608,1.963
U1337,D,32,X,3,56,Cibicidoides ,279.76,34.31,314.07,13757.2,1.665,1.980
U1337,D,32,X,3,64,Cibicidoides ,279.84,34.31,314.15,13759.6,1.723,2.087
U1337,D,32,X,3,72,Cibicidoides ,279.92,34.31,314.23,13762.1,1.496,2.217
U1337,D,32,X,3,80,Cibicidoides ,280,34.31,314.31,13764.5,1.848,2.060
U1337,D,32,X,3,88,Cibicidoides ,280.08,34.31,314.39,13767.0,1.760,2.109
U1337,D,32,X,3,96,Cibicidoides ,280.16,34.31,314.47,13769.4,1.641,2.218
U1337,D,32,X,3,112,Cibicidoides ,280.32,34.31,314.63,13774.3,1.741,2.145
U1337,D,32,X,3,120,Cibicidoides ,280.4,34.31,314.71,13776.7,1.561,2.137
U1337,D,32,X,3,136,Cibicidoides ,280.56,34.31,314.87,13781.6,1.588,2.172
U1337,D,32,X,3,144,Cibicidoides ,280.64,34.31,314.95,13784.0,1.748,2.087
U1337,D,32,X,4,0,Cibicidoides ,280.7,34.31,315.01,13785.8,1.638,2.103
U1337,D,32,X,4,8,Cibicidoides ,280.78,34.31,315.09,13788.3,1.774,2.010
U1337,D,32,X,4,16,Cibicidoides ,280.86,34.31,315.17,13791.2,1.473,1.966
U1337,D,32,X,4,24,Cibicidoides ,280.94,34.31,315.25,13795.4,1.739,2.213
U1337,D,32,X,4,40,Cibicidoides ,281.1,34.31,315.41,13803.7,1.714,2.137
U1337,D,32,X,4,48,Cibicidoides ,281.18,34.31,315.49,13807.8,1.719,2.084
U1337,D,32,X,4,64,Cibicidoides ,281.34,34.31,315.65,13816.1,1.423,2.071
U1337,D,32,X,4,72,Cibicidoides ,281.42,34.31,315.73,13820.2,1.364,1.975
U1337,D,32,X,4,80,Cibicidoides ,281.5,34.31,315.81,13824.4,1.396,2.032
U1337,C,16,X,1,91,Cibicidoides ,279.81,36.05,315.86,13826.7,1.466,1.975
U1337,D,32,X,4,88,Cibicidoides ,281.58,34.31,315.89,13827.9,1.499,2.117
U1337,C,16,X,1,99,Cibicidoides ,279.89,36.05,315.94,13829.7,1.541,2.054
U1337,C,16,X,1,107,Cibicidoides ,279.97,36.05,316.02,13832.8,1.503,2.110
U1337,C,16,X,1,115,Cibicidoides ,280.05,36.05,316.1,13835.8,1.469,2.173
U1337,C,16,X,1,131,Cibicidoides ,280.21,36.05,316.26,13841.8,1.403,2.061
U1337,C,16,X,1,139,Cibicidoides ,280.29,36.05,316.34,13844.8,1.263,1.983
U1337,C,16,X,2,0,Cibicidoides ,280.4,36.05,316.45,13848.9,1.507,1.990
U1337,C,16,X,2,8,Cibicidoides ,280.48,36.05,316.53,13851.9,1.446,1.830
U1337,C,16,X,2,16,Cibicidoides ,280.56,36.05,316.61,13855.0,1.523,2.003
U1337,C,16,X,2,24,Cibicidoides ,280.64,36.05,316.69,13858.0,1.432,1.994
U1337,C,16,X,2,32,Cibicidoides ,280.72,36.05,316.77,13861.0,1.385,1.945
U1337,C,16,X,2,40,Cibicidoides ,280.8,36.05,316.85,13864.0,1.236,1.840
U1337,C,16,X,2,48,Cibicidoides ,280.88,36.05,316.93,13867.0,1.199,1.602
U1337,C,16,X,2,56,Cibicidoides ,280.96,36.05,317.01,13870.5,1.432,1.984
U1337,C,16,X,2,64,Cibicidoides ,281.04,36.05,317.09,13874.0,1.236,1.686
U1337,C,16,X,2,72,Cibicidoides ,281.12,36.05,317.17,13877.4,1.155,1.802
U1337,C,16,X,2,80,Cibicidoides ,281.2,36.05,317.25,13880.9,1.233,1.823
U1337,C,16,X,2,88,Cibicidoides ,281.28,36.05,317.33,13884.4,0.995,1.755
U1337,C,16,X,2,96,Cibicidoides ,281.36,36.05,317.41,13887.9,1.110,1.659
U1337,C,16,X,2,120,Cibicidoides ,281.6,36.05,317.65,13898.3,0.862,1.696
U1337,C,16,X,2,128,Cibicidoides ,281.68,36.05,317.73,13901.8,1.343,1.587
U1337,C,16,X,2,136,Cibicidoides ,281.76,36.05,317.81,13905.3,1.494,1.844
U1337,C,16,X,2,144,Cibicidoides ,281.84,36.05,317.89,13908.8,1.056,1.173
U1337,C,16,X,3,0,Cibicidoides ,281.9,36.05,317.95,13912.5,1.312,1.527
U1337,C,16,X,3,8,Cibicidoides ,281.98,36.05,318.03,13917.3,1.152,1.374
U1337,C,16,X,3,16,Cibicidoides ,282.06,36.05,318.11,13922.2,1.282,1.566
U1337,C,16,X,3,24,Cibicidoides ,282.14,36.05,318.19,13927.0,1.121,1.730
U1337,C,16,X,3,32,Cibicidoides ,282.22,36.05,318.27,13931.9,1.279,1.873
U1337,C,16,X,3,40,Cibicidoides ,282.3,36.05,318.35,13936.7,1.119,1.853
U1337,C,16,X,3,48,Cibicidoides ,282.38,36.05,318.43,13941.6,1.138,1.829
U1337,C,16,X,3,56,Cibicidoides ,282.46,36.05,318.51,13946.5,1.125,1.725
U1337,C,16,X,3,64,Cibicidoides ,282.54,36.05,318.59,13952.7,1.171,1.767
U1337,C,16,X,3,72,Cibicidoides ,282.62,36.05,318.67,13959.3,1.169,1.701
U1337,C,16,X,3,80,Cibicidoides ,282.7,36.05,318.75,13965.9,1.100,1.697
U1337,C,16,X,3,88,Cibicidoides ,282.78,36.05,318.83,13972.5,1.136,1.476
U1337,C,16,X,3,96,Cibicidoides ,282.86,36.05,318.91,13979.1,1.032,1.519
U1337,C,16,X,3,104,Cibicidoides ,282.94,36.05,318.99,13985.7,0.565,1.396
