"age","d18o","auth"
15773,1.52,"Holbourn"
15780,1.45,"Holbourn"
15787,1.55,"Holbourn"
15794,1.46,"Holbourn"
15800,1.38,"Holbourn"
15804,1.49,"Holbourn"
15808,1.65,"Holbourn"
15812,1.75,"Holbourn"
15816,1.7,"Holbourn"
15820,1.5,"Holbourn"
15824,1.45,"Holbourn"
15828,1.33,"Holbourn"
15832,1.65,"Holbourn"
15836,1.67,"Holbourn"
15840,1.68,"Holbourn"
15844,1.74,"Holbourn"
15848,1.71,"Holbourn"
15852,1.66,"Holbourn"
15856,1.669,"Holbourn"
15860,1.47,"Holbourn"
15864,1.453,"Holbourn"
15868,1.394,"Holbourn"
15872,1.449,"Holbourn"
15876,1.54,"Holbourn"
15880,1.627,"Holbourn"
15884,1.202,"Holbourn"
15888,1.303,"Holbourn"
15893,0.999,"Holbourn"
15899,1.777,"Holbourn"
15903,1.486,"Holbourn"
15908,1.85,"Holbourn"
15913,1.281,"Holbourn"
15919,1.784,"Holbourn"
15922,1.38,"Holbourn"
15928,1.86,"Holbourn"
15933,1.655,"Holbourn"
15940,1.642,"Holbourn"
15944,1.49,"Holbourn"
15949,1.614,"Holbourn"
15954,1.566,"Holbourn"
15959,1.43,"Holbourn"
15964,1.543,"Holbourn"
15970,1.373,"Holbourn"
15974,1.427,"Holbourn"
15980,1.012,"Holbourn"
15985,0.927,"Holbourn"
15990,1.119,"Holbourn"
15996,0.703,"Holbourn"
16006,0.732,"Holbourn"
16011,0.691,"Holbourn"
16017,0.857,"Holbourn"
16023,1.633,"Holbourn"
16028,1.677,"Holbourn"
16034,1.358,"Holbourn"
16039,1.305,"Holbourn"
16045,1.347,"Holbourn"
16049,1.164,"Holbourn"
16054,1.39,"Holbourn"
16059,1.444,"Holbourn"
16065,1.353,"Holbourn"
16073,1.298,"Holbourn"
16079,1.184,"Holbourn"
16084,1.353,"Holbourn"
16090,1.416,"Holbourn"
16095,1.414,"Holbourn"
16100,1.465,"Holbourn"
16107,1.01,"Holbourn"
16112,1.133,"Holbourn"
16118,1.105,"Holbourn"
16124,1.325,"Holbourn"
16129,1.426,"Holbourn"
16135,1.506,"Holbourn"
16147,1.38,"Holbourn"
16152,1.281,"Holbourn"
16159,1.265,"Holbourn"
16164,1.181,"Holbourn"
16172,0.889,"Holbourn"
16176,1.106,"Holbourn"
16179,0.988,"Holbourn"
16186,1.456,"Holbourn"
16192,1.276,"Holbourn"
16195,1.341,"Holbourn"
16203,1.305,"Holbourn"
16208,1.22,"Holbourn"
16214,1.236,"Holbourn"
16220,1.166,"Holbourn"
16225,1.208,"Holbourn"
16231,1.284,"Holbourn"
16236,1.313,"Holbourn"
16242,1.1,"Holbourn"
16248,1.221,"Holbourn"
16253,1.148,"Holbourn"
16259,1.204,"Holbourn"
16265,1.379,"Holbourn"
16270,1.661,"Holbourn"
16276,1.32,"Holbourn"
16281,1.462,"Holbourn"
16287,1.396,"Holbourn"
16293,1.369,"Holbourn"
16298,1.28,"Holbourn"
16304,1.552,"Holbourn"
16310,1.313,"Holbourn"
16315,1.543,"Holbourn"
16321,1.358,"Holbourn"
16326,1.43,"Holbourn"
16332,1.39,"Holbourn"
16338,1.064,"Holbourn"
16339,0.904,"Holbourn"
16344,1.064,"Holbourn"
16351,1.082,"Holbourn"
16359,0.998,"Holbourn"
16366,0.865,"Holbourn"
16374,1.402,"Holbourn"
16381,1.499,"Holbourn"
16390,1.196,"Holbourn"
16396,1.124,"Holbourn"
16404,1.261,"Holbourn"
16412,1.005,"Holbourn"
16419,1.171,"Holbourn"
16427,1.26,"Holbourn"
16434,1.166,"Holbourn"
16442,1.074,"Holbourn"
16449,0.786,"Holbourn"
16456,0.655,"Holbourn"
16461,0.985,"Holbourn"
16469,1.225,"Holbourn"
16474,1.126,"Holbourn"
16480,1.19,"Holbourn"
16486,1.295,"Holbourn"
16492,1.223,"Holbourn"
16498,1.119,"Holbourn"
16502,1.047,"Holbourn"
16509,1.029,"Holbourn"
16514,0.996,"Holbourn"
16518,1.183,"Holbourn"
16526,1.214,"Holbourn"
16531,1.283,"Holbourn"
16537,0.911,"Holbourn"
16543,1.042,"Holbourn"
16548,1.041,"Holbourn"
16556,0.974,"Holbourn"
16562,1.302,"Holbourn"
16566,1.412,"Holbourn"
16573,1.446,"Holbourn"
16579,1.041,"Holbourn"
16585,1.101,"Holbourn"
16590,1.228,"Holbourn"
16596,1.08,"Holbourn"
16602,0.991,"Holbourn"
16607,1.035,"Holbourn"
16613,1.21,"Holbourn"
16620,1.491,"Holbourn"
16625,1.531,"Holbourn"
16631,1.553,"Holbourn"
16635,1.515,"Holbourn"
16642,1.454,"Holbourn"
16648,1.095,"Holbourn"
16654,1.027,"Holbourn"
16660,1.031,"Holbourn"
16665,1.347,"Holbourn"
16670,1.374,"Holbourn"
16677,1.297,"Holbourn"
16683,1.122,"Holbourn"
16686,1.541,"Holbourn"
16692,1.536,"Holbourn"
16698,1.459,"Holbourn"
16704,1.359,"Holbourn"
16709,1.178,"Holbourn"
16715,1.154,"Holbourn"
16721,1.285,"Holbourn"
16727,1.079,"Holbourn"
16731,1.025,"Holbourn"
16737,1.031,"Holbourn"
16744,1.203,"Holbourn"
16750,1.376,"Holbourn"
16755,1.431,"Holbourn"
16761,1.143,"Holbourn"
16767,1.047,"Holbourn"
16772,1.314,"Holbourn"
16784,1.123,"Holbourn"
16791,0.966,"Holbourn"
16795,1.485,"Holbourn"
16800,1.295,"Holbourn"
16807,0.744,"Holbourn"
16813,1.096,"Holbourn"
16821,1.358,"Holbourn"
16826,1.148,"Holbourn"
16831,1.259,"Holbourn"
16837,1.221,"Holbourn"
16844,1.258,"Holbourn"
16850,1.311,"Holbourn"
16855,0.898,"Holbourn"
16863,1.306,"Holbourn"
16870,1.248,"Holbourn"
16875,1.063,"Holbourn"
16881,1.021,"Holbourn"
16887,0.997,"Holbourn"
16894,0.867,"Holbourn"
16900,1.185,"Holbourn"
16905,1.192,"Holbourn"
16911,1.311,"Holbourn"
16916,1.324,"Holbourn"
16923,1.084,"Holbourn"
16928,1.513,"Holbourn"
16934,1.601,"Holbourn"
16939,1.523,"Holbourn"
16944,1.693,"Holbourn"
16952,1.526,"Holbourn"
16958,1.696,"Holbourn"
16964,1.948,"Holbourn"
16970,1.86,"Holbourn"
16975,1.721,"Holbourn"
16980,1.799,"Holbourn"
16988,1.627,"Holbourn"
16995,1.622,"Holbourn"
17000,1.608,"Holbourn"
17006,1.6,"Holbourn"
17012,1.611,"Holbourn"
17018,1.682,"Holbourn"
17024,1.627,"Holbourn"
17030,1.613,"Holbourn"
17036,1.537,"Holbourn"
17043,1.803,"Holbourn"
17047,1.521,"Holbourn"
17054,1.45,"Holbourn"
17059,1.684,"Holbourn"
17066,1.654,"Holbourn"
17072,1.862,"Holbourn"
17078,1.472,"Holbourn"
17084,1.446,"Holbourn"
17090,1.308,"Holbourn"
17095,0.843,"Holbourn"
17100,1.671,"Holbourn"
17105,1.371,"Holbourn"
17110,1.177,"Holbourn"
17115,1.694,"Holbourn"
17120,1.523,"Holbourn"
17126,1.549,"Holbourn"
17130,1.795,"Holbourn"
17135,1.804,"Holbourn"
17141,1.537,"Holbourn"
17145,1.468,"Holbourn"
17150,1.665,"Holbourn"
17155,1.808,"Holbourn"
17160,1.645,"Holbourn"
17165,1.639,"Holbourn"
17170,1.548,"Holbourn"
17175,1.547,"Holbourn"
17178,1.699,"Holbourn"
17185,1.368,"Holbourn"
17189,1.256,"Holbourn"
17194,1.823,"Holbourn"
17199,1.395,"Holbourn"
17201,1.63,"Holbourn"
17206,1.52,"Holbourn"
17210,1.69,"Holbourn"
17215,1.84,"Holbourn"
17220,1.78,"Holbourn"
17225,1.81,"Holbourn"
17230,1.72,"Holbourn"
17234,1.76,"Holbourn"
17239,1.65,"Holbourn"
17244,1.58,"Holbourn"
17249,1.63,"Holbourn"
17253,1.68,"Holbourn"
17258,1.57,"Holbourn"
17263,1.54,"Holbourn"
17268,1.53,"Holbourn"
17272,1.65,"Holbourn"
17277,1.54,"Holbourn"
17282,1.39,"Holbourn"
17287,1.32,"Holbourn"
17291,1.1,"Holbourn"
17296,1.01,"Holbourn"
17301,0.98,"Holbourn"
17306,1.37,"Holbourn"
17310,1.94,"Holbourn"
17315,1.84,"Holbourn"
17320,1.61,"Holbourn"
17324,1.68,"Holbourn"
17329,1.85,"Holbourn"
17334,1.83,"Holbourn"
17338,1.73,"Holbourn"
17343,1.56,"Holbourn"
17348,1.69,"Holbourn"
17352,1.82,"Holbourn"
17357,1.88,"Holbourn"
17362,1.88,"Holbourn"
17366,1.8,"Holbourn"
17371,1.9,"Holbourn"
17376,1.67,"Holbourn"
17380,1.45,"Holbourn"
17385,1.45,"Holbourn"
17390,1.53,"Holbourn"
17394,1.76,"Holbourn"
17399,1.35,"Holbourn"
17404,1.26,"Holbourn"
17408,1.41,"Holbourn"
17413,1.58,"Holbourn"
17417,1.507,"Holbourn"
17422,1.798,"Holbourn"
17426,1.887,"Holbourn"
17430,1.536,"Holbourn"
17436,1.478,"Holbourn"
17441,1.854,"Holbourn"
17445,1.559,"Holbourn"
17450,1.315,"Holbourn"
17455,1.34,"Holbourn"
17458,1.227,"Holbourn"
17461,1.521,"Holbourn"
17465,1.701,"Holbourn"
17470,1.423,"Holbourn"
17473,1.857,"Holbourn"
17475,1.898,"Holbourn"
17479,1.662,"Holbourn"
17483,1.724,"Holbourn"
17488,1.425,"Holbourn"
17492,1.553,"Holbourn"
17495,1.433,"Holbourn"
17499,1.447,"Holbourn"
17503,1.171,"Holbourn"
17507,1.744,"Holbourn"
17511,1.603,"Holbourn"
17514,1.41,"Holbourn"
17518,1.406,"Holbourn"
17522,1.662,"Holbourn"
17525,1.374,"Holbourn"
17529,1.461,"Holbourn"
17533,1.273,"Holbourn"
17537,1.555,"Holbourn"
17540,1.687,"Holbourn"
17544,1.59,"Holbourn"
17548,1.72,"Holbourn"
17551,1.392,"Holbourn"
17555,1.414,"Holbourn"
17559,1.347,"Holbourn"
17563,1.536,"Holbourn"
17566,1.52,"Holbourn"
17570,1.133,"Holbourn"
17574,1.162,"Holbourn"
17578,1.25,"Holbourn"
17581,1.293,"Holbourn"
17585,1.134,"Holbourn"
17591,1.413,"Holbourn"
17596,1.81,"Holbourn"
17602,1.952,"Holbourn"
17608,1.621,"Holbourn"
17608,1.68,"Holbourn"
17614,1.55,"Holbourn"
17620,1.29,"Holbourn"
17626,1.37,"Holbourn"
17631,1.64,"Holbourn"
17637,1.65,"Holbourn"
17643,1.45,"Holbourn"
17648,1.38,"Holbourn"
17654,1.38,"Holbourn"
17660,1.09,"Holbourn"
17668,1.1,"Holbourn"
17676,1.62,"Holbourn"
17685,1.34,"Holbourn"
17694,1.37,"Holbourn"
17702,1.36,"Holbourn"
17711,1.64,"Holbourn"
17719,1.71,"Holbourn"
17728,1.78,"Holbourn"
17736,1.73,"Holbourn"
17743,1.43,"Holbourn"
17751,1.35,"Holbourn"
17759,1.42,"Holbourn"
17767,1.55,"Holbourn"
17775,1.68,"Holbourn"
17782,1.36,"Holbourn"
17790,1.52,"Holbourn"
17798,1.45,"Holbourn"
17806,1.16,"Holbourn"
17814,1.43,"Holbourn"
17822,1.68,"Holbourn"
17829,1.48,"Holbourn"
17837,1.53,"Holbourn"
17845,1.47,"Holbourn"
17853,1.43,"Holbourn"
17861,1.39,"Holbourn"
17868,1.56,"Holbourn"
17876,1.79,"Holbourn"
17884,2,"Holbourn"
17891,1.92,"Holbourn"
17897,2.07,"Holbourn"
17904,1.51,"Holbourn"
17911,1.53,"Holbourn"
17917,1.71,"Holbourn"
17924,1.75,"Holbourn"
17931,1.57,"Holbourn"
17937,1.68,"Holbourn"
17944,1.52,"Holbourn"
17950,1.64,"Holbourn"
17957,1.42,"Holbourn"
17964,1.53,"Holbourn"
17970,1.53,"Holbourn"
17977,1.34,"Holbourn"
17984,1.27,"Holbourn"
17991,1.44,"Holbourn"
17997,1.8,"Holbourn"
18004,1.94,"Holbourn"
18011,1.8,"Holbourn"
18018,1.63,"Holbourn"
18025,1.66,"Holbourn"
18031,1.227,"Holbourn"
18038,1.614,"Holbourn"
18044,1.432,"Holbourn"
18051,1.166,"Holbourn"
18058,1.056,"Holbourn"
18065,1.366,"Holbourn"
18072,1.429,"Holbourn"
18079,1.386,"Holbourn"
18087,1.683,"Holbourn"
18094,1.712,"Holbourn"
18101,1.702,"Holbourn"
18108,1.442,"Holbourn"
18115,1.387,"Holbourn"
18122,1.593,"Holbourn"
18129,1.704,"Holbourn"
18136,1.777,"Holbourn"
18144,1.754,"Holbourn"
18151,1.76,"Holbourn"
18157,1.435,"Holbourn"
18163,1.705,"Holbourn"
18170,1.708,"Holbourn"
18176,1.59,"Holbourn"
18183,1.567,"Holbourn"
18189,1.51,"Holbourn"
18195,1.705,"Holbourn"
18202,1.703,"Holbourn"
18208,1.722,"Holbourn"
18215,1.369,"Holbourn"
18221,1.065,"Holbourn"
18228,1.37,"Holbourn"
18234,1.178,"Holbourn"
18241,1.446,"Holbourn"
18247,1.547,"Holbourn"
18253,1.262,"Holbourn"
18260,1.754,"Holbourn"
18266,1.737,"Holbourn"
18273,1.65,"Holbourn"
18279,1.997,"Holbourn"
18286,1.696,"Holbourn"
18292,1.691,"Holbourn"
18299,1.751,"Holbourn"
18305,1.6,"Holbourn"
18311,1.798,"Holbourn"
18318,1.491,"Holbourn"
18324,1.347,"Holbourn"
18331,1.485,"Holbourn"
18335,1.752,"Holbourn"
18348,1.953,"Holbourn"
18359,1.72,"Holbourn"
18366,1.835,"Holbourn"
18369,1.961,"Holbourn"
18374,1.82,"Holbourn"
18378,1.75,"Holbourn"
18382,1.754,"Holbourn"
18386,1.686,"Holbourn"
18392,2.103,"Holbourn"
18398,1.908,"Holbourn"
18402,1.818,"Holbourn"
18411,1.609,"Holbourn"
18417,1.651,"Holbourn"
18422,1.75,"Holbourn"
18428,1.522,"Holbourn"
18434,1.35,"Holbourn"
18440,1.73,"Holbourn"
18446,1.6,"Holbourn"
18452,1.53,"Holbourn"
18458,2.017,"Holbourn"
18464,1.98,"Holbourn"
18470,1.73,"Holbourn"
18476,1.647,"Holbourn"
18481,1.909,"Holbourn"
18487,1.935,"Holbourn"
18493,1.907,"Holbourn"
18499,1.461,"Holbourn"
18505,1.715,"Holbourn"
18511,1.819,"Holbourn"
18517,1.731,"Holbourn"
18523,1.326,"Holbourn"
18528,1.562,"Holbourn"
18533,1.53,"Holbourn"
18538,1.657,"Holbourn"
18542,1.574,"Holbourn"
18547,1.562,"Holbourn"
18552,1.739,"Holbourn"
18557,1.777,"Holbourn"
18562,1.747,"Holbourn"
18567,1.889,"Holbourn"
18570,1.639,"Holbourn"
18576,1.612,"Holbourn"
18581,1.587,"Holbourn"
18586,1.432,"Holbourn"
18591,1.485,"Holbourn"
18596,1.393,"Holbourn"
18601,1.783,"Holbourn"
18605,1.801,"Holbourn"
18610,1.771,"Holbourn"
18615,1.649,"Holbourn"
18620,1.79,"Holbourn"
18625,1.756,"Holbourn"
18630,1.849,"Holbourn"
18635,1.83,"Holbourn"
18639,1.54,"Holbourn"
18644,1.653,"Holbourn"
18649,1.776,"Holbourn"
18654,1.731,"Holbourn"
18659,1.492,"Holbourn"
18664,1.504,"Holbourn"
18669,1.618,"Holbourn"
18673,1.692,"Holbourn"
18674,1.247,"Holbourn"
18679,1.356,"Holbourn"
18684,1.936,"Holbourn"
18689,1.717,"Holbourn"
18694,1.716,"Holbourn"
18699,1.787,"Holbourn"
18703,1.793,"Holbourn"
18708,1.748,"Holbourn"
18713,1.328,"Holbourn"
18718,1.203,"Holbourn"
18724,1.264,"Holbourn"
18730,1.31,"Holbourn"
18736,1.652,"Holbourn"
18742,1.117,"Holbourn"
18748,1.917,"Holbourn"
18754,1.39,"Holbourn"
18760,1.344,"Holbourn"
18766,1.392,"Holbourn"
18772,1.49,"Holbourn"
18778,1.269,"Holbourn"
18784,1.48,"Holbourn"
18790,1.581,"Holbourn"
18796,1.259,"Holbourn"
18802,1.353,"Holbourn"
18808,1.532,"Holbourn"
18814,1.586,"Holbourn"
18819,1.377,"Holbourn"
18825,1.488,"Holbourn"
18831,1.226,"Holbourn"
18837,1.435,"Holbourn"
18842,1.588,"Holbourn"
18847,2.005,"Holbourn"
18853,1.622,"Holbourn"
18858,1.643,"Holbourn"
18863,1.403,"Holbourn"
18868,1.424,"Holbourn"
18874,1.696,"Holbourn"
18879,1.764,"Holbourn"
18883,1.854,"Holbourn"
18888,1.814,"Holbourn"
18894,1.798,"Holbourn"
18899,1.785,"Holbourn"
18904,1.752,"Holbourn"
18909,1.62,"Holbourn"
18915,1.637,"Holbourn"
18920,1.656,"Holbourn"
18925,1.635,"Holbourn"
18930,1.787,"Holbourn"
18936,1.702,"Holbourn"
18941,1.867,"Holbourn"
18946,1.768,"Holbourn"
18951,1.779,"Holbourn"
18957,1.726,"Holbourn"
18962,1.616,"Holbourn"
18967,1.667,"Holbourn"
18972,1.52,"Holbourn"
18978,1.492,"Holbourn"
18983,1.388,"Holbourn"
18988,1.566,"Holbourn"
18993,1.76,"Holbourn"
18999,1.838,"Holbourn"
19004,1.93,"Holbourn"
19009,1.757,"Holbourn"
19014,1.931,"Holbourn"
19020,1.766,"Holbourn"
19025,1.671,"Holbourn"
19030,1.619,"Holbourn"
19035,1.43,"Holbourn"
19039,1.59,"Holbourn"
19043,1.67,"Holbourn"
19046,1.731,"Holbourn"
19050,1.879,"Holbourn"
19054,1.879,"Holbourn"
19057,2.131,"Holbourn"
19061,2.101,"Holbourn"
19065,2.096,"Holbourn"
19068,1.762,"Holbourn"
19072,1.802,"Holbourn"
19076,1.67,"Holbourn"
19079,1.792,"Holbourn"
19082,1.793,"Holbourn"
19085,1.81,"Holbourn"
19088,1.677,"Holbourn"
19092,1.759,"Holbourn"
19096,1.681,"Holbourn"
19099,1.668,"Holbourn"
19103,1.604,"Holbourn"
19107,1.608,"Holbourn"
19110,1.584,"Holbourn"
19114,1.54,"Holbourn"
19118,2.075,"Holbourn"
19121,1.832,"Holbourn"
19125,1.673,"Holbourn"
19129,1.714,"Holbourn"
19132,1.636,"Holbourn"
19136,1.631,"Holbourn"
19140,1.537,"Holbourn"
19143,1.432,"Holbourn"
19147,1.655,"Holbourn"
19151,1.566,"Holbourn"
19154,1.572,"Holbourn"
19158,1.386,"Holbourn"
19162,1.747,"Holbourn"
19166,1.753,"Holbourn"
19170,2.066,"Holbourn"
19174,1.517,"Holbourn"
19178,1.843,"Holbourn"
19182,1.476,"Holbourn"
19186,1.764,"Holbourn"
19190,1.545,"Holbourn"
19193,1.608,"Holbourn"
19197,1.528,"Holbourn"
19201,1.491,"Holbourn"
19205,1.647,"Holbourn"
19209,1.737,"Holbourn"
19213,1.754,"Holbourn"
19217,1.971,"Holbourn"
19221,1.905,"Holbourn"
19225,1.935,"Holbourn"
19229,1.818,"Holbourn"
19233,1.085,"Holbourn"
19237,1.668,"Holbourn"
19241,1.289,"Holbourn"
19245,1.453,"Holbourn"
19249,1.683,"Holbourn"
19253,1.667,"Holbourn"
19257,1.694,"Holbourn"
19261,1.644,"Holbourn"
19265,1.64,"Holbourn"
19269,1.639,"Holbourn"
19273,1.807,"Holbourn"
19277,1.513,"Holbourn"
19281,1.472,"Holbourn"
19285,1.61,"Holbourn"
19289,1.636,"Holbourn"
19293,1.495,"Holbourn"
19297,1.552,"Holbourn"
19301,1.61,"Holbourn"
19305,1.743,"Holbourn"
19309,1.863,"Holbourn"
19313,1.729,"Holbourn"
19318,1.434,"Holbourn"
19322,1.536,"Holbourn"
19326,1.679,"Holbourn"
19330,1.476,"Holbourn"
19334,1.802,"Holbourn"
19338,1.785,"Holbourn"
19342,1.828,"Holbourn"
19346,1.875,"Holbourn"
19350,1.8,"Holbourn"
19354,2.079,"Holbourn"
19358,1.883,"Holbourn"
19362,1.993,"Holbourn"
19366,2.019,"Holbourn"
19370,2.009,"Holbourn"
19378,1.645,"Holbourn"
19380,2.304,"Holbourn"
19385,1.976,"Holbourn"
19389,1.812,"Holbourn"
19393,1.833,"Holbourn"
19397,2.002,"Holbourn"
19401,2.074,"Holbourn"
19405,2.009,"Holbourn"
19409,2.079,"Holbourn"
19413,2.623,"Holbourn"
19417,1.958,"Holbourn"
19421,2.078,"Holbourn"
19425,1.907,"Holbourn"
19429,1.83,"Holbourn"
19433,1.946,"Holbourn"
19437,2.179,"Holbourn"
19441,1.92,"Holbourn"
19445,2.048,"Holbourn"
19449,2.178,"Holbourn"
19453,2.232,"Holbourn"
19457,1.956,"Holbourn"
19461,1.952,"Holbourn"
19465,1.791,"Holbourn"
19469,2.147,"Holbourn"
19473,2.095,"Holbourn"
19477,2.027,"Holbourn"
19481,2.089,"Holbourn"
19485,2.069,"Holbourn"
19489,2.031,"Holbourn"
19493,1.982,"Holbourn"
19497,1.93,"Holbourn"
19502,1.917,"Holbourn"
19506,1.898,"Holbourn"
19510,2.033,"Holbourn"
19514,1.949,"Holbourn"
19518,2.113,"Holbourn"
19522,2.08,"Holbourn"
19526,1.842,"Holbourn"
19530,1.768,"Holbourn"
19534,1.673,"Holbourn"
19538,1.776,"Holbourn"
19542,1.516,"Holbourn"
19546,1.664,"Holbourn"
19550,1.423,"Holbourn"
19554,1.216,"Holbourn"
19558,1.156,"Holbourn"
19561,1.306,"Holbourn"
19564,1.414,"Holbourn"
19566,1.829,"Holbourn"
19569,1.708,"Holbourn"
19571,1.789,"Holbourn"
19574,1.699,"Holbourn"
19577,1.534,"Holbourn"
19582,1.848,"Holbourn"
19585,1.641,"Holbourn"
19587,1.613,"Holbourn"
19590,1.619,"Holbourn"
19592,1.665,"Holbourn"
19595,1.853,"Holbourn"
19598,2.032,"Holbourn"
19600,1.733,"Holbourn"
19603,1.98,"Holbourn"
19605,1.945,"Holbourn"
19608,1.938,"Holbourn"
19611,1.911,"Holbourn"
19613,1.885,"Holbourn"
19616,1.775,"Holbourn"
19619,1.812,"Holbourn"
19621,1.758,"Holbourn"
19624,1.746,"Holbourn"
19626,1.42,"Holbourn"
19629,1.356,"Holbourn"
19632,1.228,"Holbourn"
19636,1.337,"Holbourn"
19640,1.385,"Holbourn"
19644,1.289,"Holbourn"
19648,1.359,"Holbourn"
19652,1.83,"Holbourn"
19656,1.791,"Holbourn"
19660,1.588,"Holbourn"
19664,1.565,"Holbourn"
19668,1.358,"Holbourn"
19672,1.305,"Holbourn"
19676,1.47,"Holbourn"
19680,1.224,"Holbourn"
19684,1.706,"Holbourn"
19688,1.829,"Holbourn"
19692,1.697,"Holbourn"
19696,1.62,"Holbourn"
19700,1.37,"Holbourn"
19704,1.92,"Holbourn"
19708,1.997,"Holbourn"
19712,1.663,"Holbourn"
19716,1.824,"Holbourn"
19720,1.515,"Holbourn"
19724,1.597,"Holbourn"
19728,1.579,"Holbourn"
19733,1.713,"Holbourn"
19737,1.687,"Holbourn"
19741,1.546,"Holbourn"
19745,1.601,"Holbourn"
19749,1.341,"Holbourn"
19753,1.385,"Holbourn"
19757,1.184,"Holbourn"
19761,1.095,"Holbourn"
19765,1.091,"Holbourn"
19768,1.538,"Holbourn"
19771,1.781,"Holbourn"
19774,2.345,"Holbourn"
19777,2.267,"Holbourn"
19780,1.842,"Holbourn"
19783,1.83,"Holbourn"
19786,1.845,"Holbourn"
19789,2.085,"Holbourn"
19792,2.083,"Holbourn"
19795,2.05,"Holbourn"
19798,2.041,"Holbourn"
19801,1.945,"Holbourn"
19804,1.907,"Holbourn"
19807,2.026,"Holbourn"
19810,2.167,"Holbourn"
19813,2.072,"Holbourn"
19816,2.052,"Holbourn"
19819,2.244,"Holbourn"
19822,2.139,"Holbourn"
19825,2.183,"Holbourn"
19829,2.283,"Holbourn"
19832,2.118,"Holbourn"
19835,2.227,"Holbourn"
19838,1.995,"Holbourn"
19841,1.63,"Holbourn"
19844,1.927,"Holbourn"
19848,1.942,"Holbourn"
19851,1.827,"Holbourn"
19855,1.754,"Holbourn"
19858,1.736,"Holbourn"
19862,1.53,"Holbourn"
19866,1.677,"Holbourn"
19870,1.768,"Holbourn"
19873,1.976,"Holbourn"
19877,1.974,"Holbourn"
19880,1.959,"Holbourn"
19884,2.066,"Holbourn"
19888,2.033,"Holbourn"
19891,2.096,"Holbourn"
19895,1.892,"Holbourn"
19899,1.911,"Holbourn"
19902,1.757,"Holbourn"
19906,1.791,"Holbourn"
19909,1.942,"Holbourn"
19913,1.821,"Holbourn"
19917,1.756,"Holbourn"
19920,1.562,"Holbourn"
19924,1.741,"Holbourn"
19927,1.555,"Holbourn"
19931,1.482,"Holbourn"
19935,1.481,"Holbourn"
19938,1.815,"Holbourn"
19942,1.82,"Holbourn"
19945,1.532,"Holbourn"
19949,1.673,"Holbourn"
19952,1.687,"Holbourn"
19956,1.512,"Holbourn"
19959,1.521,"Holbourn"
19963,1.786,"Holbourn"
19966,1.862,"Holbourn"
19970,1.664,"Holbourn"
19973,1.611,"Holbourn"
19977,1.838,"Holbourn"
19980,1.583,"Holbourn"
19984,1.799,"Holbourn"
19987,2.112,"Holbourn"
19991,1.85,"Holbourn"
19994,1.864,"Holbourn"
19998,1.61,"Holbourn"
20001,1.63,"Holbourn"
20005,1.362,"Holbourn"
20008,1.42,"Holbourn"
20011,1.513,"Holbourn"
20015,1.753,"Holbourn"
20018,1.533,"Holbourn"
20022,1.407,"Holbourn"
20025,1.477,"Holbourn"
20029,1.359,"Holbourn"
20032,1.162,"Holbourn"
20176,1.99,"Palike"
20274,1.451,"Palike"
20358,1.67,"Palike"
20363,1.62,"Palike"
20437,1.568,"Palike"
20440,1.906,"Palike"
20509,2.385,"Palike"
20571,2.326,"Palike"
20637,2.364,"Palike"
20708,1.76,"Palike"
20798,1.936,"Palike"
20865,1.431,"Palike"
20910,2.479,"Palike"
20926,1.979,"Palike"
20971,1.95,"Palike"
20987,1.87,"Palike"
21032,1.87,"Palike"
21090,1.71,"Palike"
21097,1.722,"Palike"
21174,1.837,"Palike"
21217,1.59,"Palike"
21261,1.885,"Palike"
21305,2.029,"Palike"
21349,1.594,"Palike"
21393,1.94,"Palike"
21439,1.773,"Palike"
21555,1.023,"Palike"
21558,1.261,"Palike"
21564,1.167,"Palike"
21568,1.453,"Palike"
21573,1.363,"Palike"
21577,1.257,"Palike"
21582,1.251,"Palike"
21586,1.291,"Palike"
21590,0.827,"Palike"
21595,1.475,"Palike"
21599,1.26,"Palike"
21602,0.97,"Palike"
21604,1.25,"Palike"
21611,1.921,"Palike"
21613,0.757,"Palike"
21617,1.168,"Palike"
21625,1.698,"Palike"
21637,0.656,"Palike"
21641,2.239,"Palike"
21643,1.836,"Palike"
21645,1.715,"Palike"
21646,1.42,"Palike"
21646,1.42,"Palike"
21648,1.203,"Palike"
21656,1.321,"Palike"
21663,1.427,"Palike"
21665,1.375,"Palike"
21667,1.297,"Palike"
21669,1.479,"Palike"
21672,1.69,"Palike"
21677,1.474,"Palike"
21679,1.472,"Palike"
21681,1.485,"Palike"
21682,1.37,"Palike"
21683,1.108,"Palike"
21685,1.39,"Palike"
21689,1.472,"Palike"
21694,1.245,"Palike"
21699,1.597,"Palike"
21707,1.589,"Palike"
21715,1.638,"Palike"
21723,1.416,"Palike"
21728,1.243,"Palike"
21732,0.973,"Palike"
21738,2.026,"Palike"
21740,1.147,"Palike"
21743,1.413,"Palike"
21745,1.174,"Palike"
21751,1.389,"Palike"
21756,1.439,"Palike"
21763,1.454,"Palike"
21769,1.106,"Palike"
21775,1.659,"Palike"
21777,1.132,"Palike"
21779,1.45,"Palike"
21780,1.365,"Palike"
21782,1.849,"Palike"
21785,1.29,"Palike"
21787,1.436,"Palike"
21790,1.451,"Palike"
21793,1.237,"Palike"
21799,1.664,"Palike"
21806,1.343,"Palike"
