"age","d18o","auth"
26494,1.33,"Palike"
26499,1.593,"Palike"
26505,2.04,"Palike"
26506,1.487,"Palike"
26509,1.615,"Palike"
26516,1.579,"Palike"
26520,1.383,"Palike"
26520,1.25,"Palike"
26524,1.915,"Palike"
26526,1.885,"Palike"
26526,1.951,"Palike"
26527,2.208,"Palike"
26529,1.957,"Palike"
26531,1.694,"Palike"
26532,1.952,"Palike"
26532,2.014,"Palike"
26532,2.093,"Palike"
26534,1.78,"Palike"
26535,1.899,"Palike"
26535,1.863,"Palike"
26542,1.942,"Palike"
26542,2.056,"Palike"
26542,2.151,"Palike"
26545,1.629,"Palike"
26550,1.866,"Palike"
26551,1.873,"Palike"
26551,1.751,"Palike"
26556,2.031,"Palike"
26559,2.28,"Palike"
26563,1.67,"Palike"
26566,2.015,"Palike"
26572,1.618,"Palike"
26575,1.795,"Palike"
26577,1.628,"Palike"
26584,1.85,"Palike"
26584,1.976,"Palike"
26587,1.303,"Palike"
26591,1.246,"Palike"
26592,2.115,"Palike"
26594,1.374,"Palike"
26598,1.624,"Palike"
26598,2.061,"Palike"
26600,1.965,"Palike"
26602,2.256,"Palike"
26602,2.205,"Palike"
26602,1.948,"Palike"
26606,2.095,"Palike"
26607,2.239,"Palike"
26607,2.194,"Palike"
26607,1.833,"Palike"
26611,2.327,"Palike"
26611,2.151,"Palike"
26612,2,"Palike"
26614,1.844,"Palike"
26615,2.054,"Palike"
26616,1.781,"Palike"
26623,1.564,"Palike"
26624,1.985,"Palike"
26624,1.891,"Palike"
26631,1.578,"Palike"
26631,1.665,"Palike"
26639,1.754,"Palike"
26641,2.013,"Palike"
26641,2.215,"Palike"
26647,1.549,"Palike"
26649,1.721,"Palike"
26649,1.775,"Palike"
26649,2.38,"Palike"
26649,1.916,"Palike"
26654,1.75,"Palike"
26655,1.565,"Palike"
26655,1.848,"Palike"
26664,1.874,"Palike"
26664,2.15,"Palike"
26664,1.673,"Palike"
26669,1.443,"Palike"
26672,1.731,"Palike"
26672,1.517,"Palike"
26675,1.631,"Palike"
26675,1.599,"Palike"
26679,1.996,"Palike"
26679,2.126,"Palike"
26679,1.861,"Palike"
26681,1.545,"Palike"
26681,1.743,"Palike"
26686,1.495,"Palike"
26686,1.772,"Palike"
26690,1.769,"Palike"
26690,1.825,"Palike"
26693,1.576,"Palike"
26693,1.909,"Palike"
26696,1.63,"Palike"
26700,1.715,"Palike"
26700,1.836,"Palike"
26704,1.542,"Palike"
26705,1.552,"Palike"
26705,1.42,"Palike"
26709,1.47,"Palike"
26711,1.499,"Palike"
26711,1.251,"Palike"
26713,1.798,"Palike"
26732,2.079,"Palike"
26732,2.079,"Palike"
26733,1.71,"Palike"
26733,1.935,"Palike"
26737,1.874,"Palike"
26737,2.084,"Palike"
26741,2.004,"Palike"
26741,2.047,"Palike"
26741,1.906,"Palike"
26745,1.797,"Palike"
26751,2.028,"Palike"
26756,2.329,"Palike"
26762,1.958,"Palike"
26770,1.993,"Palike"
26774,2.163,"Palike"
26774,2.053,"Palike"
26778,2.165,"Palike"
26782,2.082,"Palike"
26784,2.13,"Palike"
26784,2.248,"Palike"
26788,2.134,"Palike"
26792,2.041,"Palike"
26796,2.19,"Palike"
26800,2.46,"Palike"
26803,2.034,"Palike"
26804,2.328,"Palike"
26808,2.107,"Palike"
26812,1.992,"Palike"
26816,2.151,"Palike"
26820,1.95,"Palike"
26820,2.09,"Palike"
26824,2.055,"Palike"
26824,2.272,"Palike"
26827,2.099,"Palike"
26830,1.97,"Palike"
26830,2.011,"Palike"
26835,1.845,"Palike"
26835,2.111,"Palike"
26844,1.903,"Palike"
26844,2.011,"Palike"
26852,1.56,"Palike"
26852,1.854,"Palike"
26857,1.597,"Palike"
26857,1.828,"Palike"
26863,2.303,"Palike"
26866,2.15,"Palike"
26879,1.674,"Palike"
26882,1.842,"Palike"
26893,1.877,"Palike"
26893,1.948,"Palike"
26899,2.043,"Palike"
26899,2.198,"Palike"
26902,2.252,"Palike"
26906,2.226,"Palike"
26906,2.362,"Palike"
26910,2.27,"Palike"
26913,2.144,"Palike"
26916,2.139,"Palike"
26920,1.588,"Palike"
26923,1.881,"Palike"
26926,1.88,"Palike"
26926,1.621,"Palike"
26926,1.826,"Palike"
26930,1.72,"Palike"
26933,1.814,"Palike"
26937,1.874,"Palike"
26940,1.809,"Palike"
26944,1.709,"Palike"
26948,1.847,"Palike"
26951,1.697,"Palike"
26964,1.405,"Palike"
26976,1.619,"Palike"
26983,1.945,"Palike"
26985,1.807,"Palike"
26990,1.66,"Palike"
26999,1.944,"Palike"
27002,1.828,"Palike"
27002,1.904,"Palike"
27009,2.07,"Palike"
27010,2.075,"Palike"
27010,2.098,"Palike"
27014,2.117,"Palike"
27021,1.705,"Palike"
27024,2.284,"Palike"
27027,2.05,"Palike"
27027,2.28,"Palike"
27027,2.28,"Palike"
27027,2.28,"Palike"
27027,2.28,"Palike"
27027,2.28,"Palike"
27027,2.032,"Palike"
27031,2.169,"Palike"
27031,2.041,"Palike"
27035,1.98,"Palike"
27043,1.994,"Palike"
27043,1.983,"Palike"
27056,1.861,"Palike"
27068,1.756,"Palike"
27082,1.713,"Palike"
27090,2.012,"Palike"
27091,2.108,"Palike"
27096,1.961,"Palike"
27102,2.071,"Palike"
27104,2.033,"Palike"
27110,1.901,"Palike"
27123,2,"Palike"
27127,2.277,"Palike"
27133,2.044,"Palike"
27141,1.967,"Palike"
27154,1.715,"Palike"
27159,1.71,"Palike"
27170,2.163,"Palike"
27183,2.006,"Palike"
27194,1.829,"Palike"
27202,1.682,"Palike"
27206,1.63,"Palike"
27207,1.901,"Palike"
27209,1.905,"Palike"
27210,2.087,"Palike"
27210,2.062,"Palike"
27214,1.956,"Palike"
27216,1.91,"Palike"
27218,1.865,"Palike"
27221,2.077,"Palike"
27224,1.765,"Palike"
27225,1.68,"Palike"
27228,1.771,"Palike"
27235,1.686,"Palike"
27238,1.853,"Palike"
27244,1.382,"Palike"
27245,1.463,"Palike"
27250,1.475,"Palike"
27257,1.513,"Palike"
27260,2.044,"Palike"
27264,1.984,"Palike"
27271,1.421,"Palike"
27275,1.306,"Palike"
27283,1.92,"Palike"
27296,1.929,"Palike"
27296,1.789,"Palike"
27300,2.023,"Palike"
27302,1.44,"Palike"
27303,1.987,"Palike"
27307,2.098,"Palike"
27310,1.993,"Palike"
27314,1.779,"Palike"
27318,1.686,"Palike"
27323,1.579,"Palike"
27338,2.044,"Palike"
27347,1.515,"Palike"
27354,1.733,"Palike"
27359,1.35,"Palike"
27364,1.365,"Palike"
27370,1.823,"Palike"
27372,1.54,"Palike"
27375,2.16,"Palike"
27379,1.876,"Palike"
27384,1.79,"Palike"
27388,1.73,"Palike"
27399,1.905,"Palike"
27412,1.844,"Palike"
27413,1.83,"Palike"
27417,1.851,"Palike"
27417,1.751,"Palike"
27424,1.831,"Palike"
27431,1.9,"Palike"
27431,2.061,"Palike"
27432,1.7,"Palike"
27437,1.354,"Palike"
27447,1.621,"Palike"
27450,1.595,"Palike"
27453,1.807,"Palike"
27462,1.475,"Palike"
27470,1.521,"Palike"
27471,1.34,"Palike"
27471,1.346,"Palike"
27482,1.728,"Palike"
27491,2.041,"Palike"
27491,2.136,"Palike"
27497,1.919,"Palike"
27497,1.929,"Palike"
27500,1.913,"Palike"
27500,1.691,"Palike"
27502,1.61,"Palike"
27504,2.187,"Palike"
27504,1.9,"Palike"
27504,1.91,"Palike"
27511,2.044,"Palike"
27515,1.766,"Palike"
27515,1.785,"Palike"
27515,1.747,"Palike"
27516,1.47,"Palike"
27520,1.765,"Palike"
27520,2.079,"Palike"
27528,1.991,"Palike"
27528,1.62,"Palike"
27529,1.47,"Palike"
27532,1.868,"Palike"
27532,1.83,"Palike"
27533,1.84,"Palike"
27533,1.551,"Palike"
27535,1.402,"Palike"
27535,2.152,"Palike"
27536,1.921,"Palike"
27539,2.046,"Palike"
27539,2.215,"Palike"
27542,2.01,"Palike"
27544,2.106,"Palike"
27545,2.013,"Palike"
27546,1.737,"Palike"
27546,1.739,"Palike"
27546,2.147,"Palike"
27548,1.649,"Palike"
27552,1.543,"Palike"
27552,1.882,"Palike"
27559,1.728,"Palike"
27559,2.138,"Palike"
27560,1.538,"Palike"
27560,1.937,"Palike"
27560,1.967,"Palike"
27563,1.959,"Palike"
27564,1.816,"Palike"
27564,1.746,"Palike"
27566,1.618,"Palike"
27568,1.77,"Palike"
27569,1.805,"Palike"
27569,2.014,"Palike"
27572,1.73,"Palike"
27572,2.097,"Palike"
27576,1.882,"Palike"
27586,2.069,"Palike"
27598,1.81,"Palike"
27598,1.651,"Palike"
27608,1.583,"Palike"
27610,1.886,"Palike"
27615,2.187,"Palike"
27615,2.233,"Palike"
27619,1.961,"Palike"
27619,1.936,"Palike"
27631,1.728,"Palike"
27646,1.71,"Palike"
27646,1.724,"Palike"
27662,1.748,"Palike"
27678,1.923,"Palike"
27690,2.291,"Palike"
27695,1.993,"Palike"
27695,2.312,"Palike"
27701,1.919,"Palike"
27703,2.3,"Palike"
27708,1.662,"Palike"
27708,2.331,"Palike"
27722,1.393,"Palike"
27722,1.086,"Palike"
27723,1.775,"Palike"
27728,1.256,"Palike"
27729,1.849,"Palike"
27735,1.483,"Palike"
27739,1.594,"Palike"
27746,1.565,"Palike"
27749,1.577,"Palike"
27759,1.535,"Palike"
27764,1.682,"Palike"
27768,1.482,"Palike"
27768,1.717,"Palike"
27772,1.386,"Palike"
27772,1.657,"Palike"
27776,2.035,"Palike"
27780,1.396,"Palike"
27785,2.114,"Palike"
27785,2.186,"Palike"
27798,1.842,"Palike"
27809,2.033,"Palike"
27809,1.821,"Palike"
27821,2.057,"Palike"
27825,1.81,"Palike"
27834,1.581,"Palike"
27884,1.784,"Palike"
27884,2,"Palike"
27889,1.83,"Palike"
27896,2.223,"Palike"
27912,1.948,"Palike"
27917,2.18,"Palike"
27925,1.999,"Palike"
27925,1.831,"Palike"
27938,2.119,"Palike"
27940,2.017,"Palike"
27943,2.264,"Palike"
27943,2.008,"Palike"
27947,2.162,"Palike"
27951,2.253,"Palike"
27960,1.85,"Palike"
27960,1.85,"Palike"
27975,1.783,"Palike"
27986,1.868,"Palike"
28000,1.489,"Palike"
28008,1.79,"Palike"
28019,1.598,"Palike"
28026,1.614,"Palike"
28028,1.728,"Palike"
28031,1.814,"Palike"
28035,1.768,"Palike"
28046,1.78,"Palike"
28058,1.82,"Palike"
28070,1.785,"Palike"
28075,1.774,"Palike"
28077,2.194,"Palike"
28078,1.75,"Palike"
28084,1.905,"Palike"
28089,1.605,"Palike"
28096,1.65,"Palike"
28097,1.679,"Palike"
28097,1.578,"Palike"
28100,2.012,"Palike"
28100,2.044,"Palike"
28104,1.852,"Palike"
28109,1.455,"Palike"
28112,1.503,"Palike"
28113,1.47,"Palike"
28113,1.685,"Palike"
28115,1.355,"Palike"
28122,1.475,"Palike"
28128,1.842,"Palike"
28129,1.82,"Palike"
28131,1.772,"Palike"
28134,1.442,"Palike"
28134,1.578,"Palike"
28137,1.324,"Palike"
28137,1.298,"Palike"
28146,2.069,"Palike"
28153,1.731,"Palike"
28155,1.66,"Palike"
28156,1.543,"Palike"
28160,1.456,"Palike"
28164,1.462,"Palike"
28173,2.008,"Palike"
28185,1.861,"Palike"
28185,1.627,"Palike"
28190,1.65,"Palike"
28194,1.815,"Palike"
28201,1.495,"Palike"
28204,1.145,"Palike"
28211,1.43,"Palike"
28211,1.463,"Palike"
28220,2.057,"Palike"
28226,1.647,"Palike"
28229,1.792,"Palike"
28237,1.5,"Palike"
28237,1.233,"Palike"
28240,1.667,"Palike"
28250,1.819,"Palike"
28252,1.769,"Palike"
28252,1.758,"Palike"
28253,1.77,"Palike"
28259,1.896,"Palike"
28260,1.43,"Palike"
28261,1.97,"Palike"
28268,1.461,"Palike"
28272,1.982,"Palike"
28276,1.421,"Palike"
28281,1.881,"Palike"
28287,1.963,"Palike"
28293,2.147,"Palike"
28294,1.69,"Palike"
28296,2.045,"Palike"
28304,2.035,"Palike"
28313,1.918,"Palike"
28326,1.838,"Palike"
28339,2.03,"Palike"
28352,2.05,"Palike"
28352,1.93,"Palike"
28364,1.855,"Palike"
28377,1.819,"Palike"
28383,1.919,"Palike"
28386,1.634,"Palike"
28390,1.875,"Palike"
28393,1.803,"Palike"
28396,1.446,"Palike"
28399,1.171,"Palike"
28402,1.409,"Palike"
28405,1.537,"Palike"
28407,1.98,"Palike"
28408,1.592,"Palike"
28411,1.609,"Palike"
28419,1.947,"Palike"
28425,1.683,"Palike"
28430,1.537,"Palike"
28433,1.528,"Palike"
28434,1.67,"Palike"
28439,1.408,"Palike"
28444,1.857,"Palike"
28456,1.705,"Palike"
28457,1.53,"Palike"
28460,2.027,"Palike"
28469,1.543,"Palike"
28471,1.326,"Palike"
28474,1.563,"Palike"
28476,1.796,"Palike"
28476,1.76,"Palike"
28484,1.685,"Palike"
28487,1.894,"Palike"
28491,1.554,"Palike"
28498,1.743,"Palike"
28503,1.543,"Palike"
28503,1.543,"Palike"
28503,1.543,"Palike"
28503,1.543,"Palike"
28504,1.669,"Palike"
28506,1.605,"Palike"
28509,1.814,"Palike"
28511,1.599,"Palike"
28516,1.474,"Palike"
28525,1.792,"Palike"
28528,1.48,"Palike"
28539,1.67,"Palike"
28557,1.372,"Palike"
28557,1.283,"Palike"
28569,2.062,"Palike"
28573,1.831,"Palike"
28576,1.77,"Palike"
28580,1.878,"Palike"
28584,1.186,"Palike"
28587,1.485,"Palike"
28591,1.451,"Palike"
28595,1.504,"Palike"
28599,1.812,"Palike"
28603,1.992,"Palike"
28604,1.814,"Palike"
28607,1.684,"Palike"
28609,1.433,"Palike"
28614,1.665,"Palike"
28623,1.694,"Palike"
28625,1.666,"Palike"
28627,1.74,"Palike"
28628,1.734,"Palike"
28630,1.658,"Palike"
28631,1.598,"Palike"
28631,1.724,"Palike"
28633,1.774,"Palike"
28633,1.929,"Palike"
28634,2.129,"Palike"
28634,1.832,"Palike"
28635,1.289,"Palike"
28638,1.523,"Palike"
28638,1.612,"Palike"
28641,1.924,"Palike"
28644,1.925,"Palike"
28647,1.994,"Palike"
28650,1.842,"Palike"
28652,1.737,"Palike"
28657,1.788,"Palike"
28663,1.918,"Palike"
28664,2.138,"Palike"
28664,1.869,"Palike"
28667,1.683,"Palike"
28670,1.613,"Palike"
28673,1.628,"Palike"
28680,1.498,"Palike"
28685,1.8,"Palike"
28691,1.635,"Palike"
28691,1.836,"Palike"
28702,1.603,"Palike"
28712,1.743,"Palike"
28722,1.931,"Palike"
28735,2.036,"Palike"
28742,1.77,"Palike"
28748,1.726,"Palike"
28759,1.896,"Palike"
28772,1.761,"Palike"
28776,1.755,"Palike"
28776,1.99,"Palike"
28787,1.863,"Palike"
28792,1.62,"Palike"
28793,1.688,"Palike"
28798,1.713,"Palike"
28801,1.717,"Palike"
28801,1.799,"Palike"
28809,1.954,"Palike"
28820,1.626,"Palike"
28822,1.614,"Palike"
28825,1.801,"Palike"
28825,1.912,"Palike"
28832,1.692,"Palike"
28836,1.902,"Palike"
28842,1.634,"Palike"
28852,2.001,"Palike"
28857,1.85,"Palike"
28859,1.798,"Palike"
28866,1.588,"Palike"
28870,1.873,"Palike"
28873,2.009,"Palike"
28876,1.828,"Palike"
28878,1.86,"Palike"
28881,1.886,"Palike"
28887,2.327,"Palike"
28894,1.966,"Palike"
28901,2.4,"Palike"
28905,1.969,"Palike"
28909,1.714,"Palike"
28909,1.9,"Palike"
28912,1.836,"Palike"
28917,1.736,"Palike"
28923,2.011,"Palike"
28924,1.876,"Palike"
28928,1.713,"Palike"
28930,1.751,"Palike"
28930,1.518,"Palike"
28931,1.443,"Palike"
28931,1.55,"Palike"
28936,1.755,"Palike"
28939,1.792,"Palike"
28943,1.67,"Palike"
28952,1.385,"Palike"
28961,1.614,"Palike"
28967,2.048,"Palike"
28973,1.607,"Palike"
28978,1.59,"Palike"
28979,1.644,"Palike"
28990,2.034,"Palike"
28994,2.189,"Palike"
28994,1.742,"Palike"
28997,2.031,"Palike"
29007,1.723,"Palike"
29009,1.672,"Palike"
29016,2.057,"Palike"
29021,1.757,"Palike"
29028,1.169,"Palike"
29031,1.378,"Palike"
29034,1.62,"Palike"
29036,2.051,"Palike"
29039,2.092,"Palike"
29042,1.843,"Palike"
29042,1.868,"Palike"
29046,1.762,"Palike"
29050,1.786,"Palike"
29052,1.862,"Palike"
29053,1.9,"Palike"
29056,1.658,"Palike"
29060,1.942,"Palike"
29071,1.44,"Palike"
29072,1.583,"Palike"
29073,1.471,"Palike"
29079,1.81,"Palike"
29085,2.065,"Palike"
29087,2.081,"Palike"
29090,2.099,"Palike"
29093,1.87,"Palike"
29097,1.984,"Palike"
29104,1.973,"Palike"
29107,1.958,"Palike"
29111,1.908,"Palike"
29118,1.654,"Palike"
29119,1.61,"Palike"
29120,1.61,"Palike"
29126,1.761,"Palike"
29132,2.289,"Palike"
29140,1.648,"Palike"
29147,1.743,"Palike"
29150,1.464,"Palike"
29152,1.745,"Palike"
29160,2.032,"Palike"
29163,1.959,"Palike"
29167,2.284,"Palike"
29169,2.121,"Palike"
29170,1.483,"Palike"
29180,1.982,"Palike"
29186,2.059,"Palike"
29190,1.948,"Palike"
29196,1.353,"Palike"
29198,1.62,"Palike"
29198,1.62,"Palike"
29201,1.472,"Palike"
29202,1.45,"Palike"
29204,1.692,"Palike"
29212,1.522,"Palike"
29218,1.287,"Palike"
29223,1.413,"Palike"
29228,1.69,"Palike"
29230,1.851,"Palike"
29237,1.567,"Palike"
29246,1.915,"Palike"
29249,1.743,"Palike"
29249,1.908,"Palike"
29258,1.564,"Palike"
29258,1.686,"Palike"
29258,1.686,"Palike"
29258,1.686,"Palike"
29258,1.686,"Palike"
29258,1.686,"Palike"
29267,1.946,"Palike"
29270,2.036,"Palike"
29279,1.691,"Palike"
29283,1.78,"Palike"
29283,1.79,"Palike"
29287,1.759,"Palike"
29295,1.705,"Palike"
29304,1.774,"Palike"
29304,1.61,"Palike"
29306,1.617,"Palike"
29307,1.86,"Palike"
29309,1.224,"Palike"
29309,1.58,"Palike"
29312,1.63,"Palike"
29312,1.365,"Palike"
29312,1.425,"Palike"
29314,1.799,"Palike"
29315,1.634,"Palike"
29316,1.586,"Palike"
29316,1.628,"Palike"
29317,1.568,"Palike"
29317,1.539,"Palike"
29318,1.623,"Palike"
29325,1.422,"Palike"
29325,1.125,"Palike"
29331,1.009,"Palike"
29334,1.301,"Palike"
29338,1.542,"Palike"
29343,1.532,"Palike"
29345,1.302,"Palike"
29348,1.157,"Palike"
29350,0.953,"Palike"
29350,1.11,"Palike"
29354,1.102,"Palike"
29361,1.714,"Palike"
29363,1.894,"Palike"
29366,1.54,"Palike"
29370,1.668,"Palike"
29370,1.827,"Palike"
29376,1.825,"Palike"
29376,1.544,"Palike"
29378,1.79,"Palike"
29381,1.861,"Palike"
29390,1.671,"Palike"
29393,1.868,"Palike"
29401,1.441,"Palike"
29405,1.862,"Palike"
29405,1.747,"Palike"
29406,1.6,"Palike"
29407,1.8,"Palike"
29409,1.572,"Palike"
29409,1.746,"Palike"
29413,1.732,"Palike"
29417,2.117,"Palike"
29421,1.752,"Palike"
29429,1.637,"Palike"
29430,1.701,"Palike"
29436,1.351,"Palike"
29447,1.384,"Palike"
29447,1.502,"Palike"
29451,1.172,"Palike"
29451,1.53,"Palike"
29456,1.589,"Palike"
29456,1.356,"Palike"
29457,1.068,"Palike"
29458,1.444,"Palike"
29458,1.444,"Palike"
29459,1.724,"Palike"
29461,1.354,"Palike"
29467,1.631,"Palike"
29474,1.587,"Palike"
29478,1.399,"Palike"
29486,1.529,"Palike"
29488,1.576,"Palike"
29500,1.834,"Palike"
29511,1.817,"Palike"
29511,1.817,"Palike"
29514,1.69,"Palike"
29514,1.189,"Palike"
29526,1.956,"Palike"
29533,1.427,"Palike"
29536,1.371,"Palike"
29549,1.71,"Palike"
29553,1.559,"Palike"
29563,1.538,"Palike"
29566,1.648,"Palike"
29570,1.75,"Palike"
29570,1.647,"Palike"
29574,1.702,"Palike"
29582,1.792,"Palike"
29585,1.781,"Palike"
29589,1.49,"Palike"
29593,1.576,"Palike"
29597,1.658,"Palike"
29602,1.585,"Palike"
29602,1.558,"Palike"
29603,1.408,"Palike"
29605,1.843,"Palike"
29606,1.56,"Palike"
29606,1.56,"Palike"
29607,1.126,"Palike"
29609,1.258,"Palike"
29611,1.767,"Palike"
29612,1.67,"Palike"
29612,1.818,"Palike"
29615,1.675,"Palike"
29616,1.505,"Palike"
29618,1.418,"Palike"
29618,1.489,"Palike"
29620,1.215,"Palike"
29621,2.033,"Palike"
29621,2.075,"Palike"
29626,1.731,"Palike"
29628,1.597,"Palike"
29628,1.597,"Palike"
29631,0.865,"Palike"
29638,1.951,"Palike"
29643,1.446,"Palike"
29656,1.818,"Palike"
29673,1.792,"Palike"
29686,1.667,"Palike"
29691,1.55,"Palike"
29701,1.703,"Palike"
29707,1.362,"Palike"
29713,1.545,"Palike"
29713,1.517,"Palike"
29734,1.537,"Palike"
29734,1.252,"Palike"
29741,1.279,"Palike"
29746,0.992,"Palike"
29755,1.347,"Palike"
29758,1.248,"Palike"
29758,1.304,"Palike"
29761,1.976,"Palike"
29764,1.76,"Palike"
29764,1.547,"Palike"
29767,1.73,"Palike"
29772,1.714,"Palike"
29782,1.57,"Palike"
29791,1.721,"Palike"
29791,1.526,"Palike"
29800,1.573,"Palike"
29810,1.658,"Palike"
29814,1.182,"Palike"
29817,1.389,"Palike"
29820,1.933,"Palike"
29822,1.49,"Palike"
29824,1.392,"Palike"
29826,1.5,"Palike"
29827,1.206,"Palike"
29827,1.382,"Palike"
29830,1.576,"Palike"
29835,1.332,"Palike"
29839,1.184,"Palike"
29843,1.333,"Palike"
29846,1.54,"Palike"
29848,1.953,"Palike"
29849,1.287,"Palike"
29850,1.581,"Palike"
29852,1.612,"Palike"
29852,1.512,"Palike"
29852,1.742,"Palike"
29854,1.583,"Palike"
29857,1.513,"Palike"
29861,1.757,"Palike"
29866,1.75,"Palike"
29870,1.638,"Palike"
29870,1.568,"Palike"
29872,1.602,"Palike"
29872,1.986,"Palike"
29875,1.545,"Palike"
29880,1.816,"Palike"
29880,1.918,"Palike"
29886,1.826,"Palike"
29886,1.871,"Palike"
29893,1.942,"Palike"
29898,1.5,"Palike"
29898,1.793,"Palike"
29903,2.094,"Palike"
29910,1.549,"Palike"
29910,1.778,"Palike"
29917,1.78,"Palike"
29917,1.809,"Palike"
29924,1.944,"Palike"
29924,1.67,"Palike"
29928,1.65,"Palike"
29930,1.533,"Palike"
29930,1.621,"Palike"
29932,1.574,"Palike"
29936,1.858,"Palike"
29936,1.879,"Palike"
29936,2.032,"Palike"
29938,1.65,"Palike"
29939,1.623,"Palike"
29943,2.086,"Palike"
29943,2.239,"Palike"
29943,1.591,"Palike"
29948,1.489,"Palike"
29950,1.467,"Palike"
29950,1.941,"Palike"
29952,1.327,"Palike"
29953,1.59,"Palike"
29953,1.515,"Palike"
29955,1.426,"Palike"
29957,1.674,"Palike"
29957,1.582,"Palike"
29962,1.864,"Palike"
29964,1.884,"Palike"
29964,1.87,"Palike"
29965,1.541,"Palike"
29968,1.654,"Palike"
29968,1.871,"Palike"
29970,1.563,"Palike"
29972,1.755,"Palike"
29972,1.671,"Palike"
29972,1.78,"Palike"
29974,1.573,"Palike"
29978,1.928,"Palike"
29979,1.695,"Palike"
29981,1.841,"Palike"
29987,1.78,"Palike"
29993,1.712,"Palike"
29996,1.6,"Palike"
29996,1.6,"Palike"
29999,1.58,"Palike"
30005,1.462,"Palike"
30012,1.707,"Palike"
30017,1.746,"Palike"
30022,1.712,"Palike"
30025,1.745,"Palike"
30031,1.581,"Palike"
30036,1.679,"Palike"
30038,1.771,"Palike"
30040,2.042,"Palike"
30042,1.877,"Palike"
30044,1.858,"Palike"
30045,2.038,"Palike"
30047,1.897,"Palike"
30049,1.746,"Palike"
30051,1.765,"Palike"
30053,1.994,"Palike"
30055,1.815,"Palike"
30057,1.63,"Palike"
30059,2.074,"Palike"
30059,1.75,"Palike"
30060,1.827,"Palike"
30062,1.819,"Palike"
30064,1.732,"Palike"
30066,1.894,"Palike"
30068,1.855,"Palike"
30070,2.02,"Palike"
30072,1.67,"Palike"
30074,1.831,"Palike"
30076,1.878,"Palike"
30079,1.698,"Palike"
30083,1.64,"Palike"
30085,1.859,"Palike"
30087,1.787,"Palike"
30091,1.709,"Palike"
30096,1.792,"Palike"
30098,2.022,"Palike"
30101,1.643,"Palike"
30107,1.825,"Palike"
30109,1.769,"Palike"
30115,1.782,"Palike"
30121,1.633,"Palike"
30124,1.38,"Palike"
30128,1.586,"Palike"
30136,1.517,"Palike"
30143,1.591,"Palike"
30151,1.668,"Palike"
30159,1.649,"Palike"
30166,1.681,"Palike"
30173,1.48,"Palike"
30180,1.536,"Palike"
30187,1.395,"Palike"
30195,1.272,"Palike"
30198,1.42,"Palike"
30203,1.566,"Palike"
30209,1.701,"Palike"
30213,1.345,"Palike"
30219,1.713,"Palike"
30220,1.728,"Palike"
30223,1.689,"Palike"
30226,1.623,"Palike"
30228,1.396,"Palike"
30231,1.806,"Palike"
30233,1.687,"Palike"
30234,1.78,"Palike"
30236,1.454,"Palike"
30239,1.715,"Palike"
30241,1.58,"Palike"
30246,1.641,"Palike"
30250,1.857,"Palike"
30252,2,"Palike"
30253,1.797,"Palike"
30258,1.522,"Palike"
30259,1.641,"Palike"
30261,1.614,"Palike"
30262,1.471,"Palike"
30262,1.85,"Palike"
30262,1.898,"Palike"
30264,1.949,"Palike"
30265,2.019,"Palike"
30268,1.808,"Palike"
30273,1.769,"Palike"
30278,1.67,"Palike"
30281,1.569,"Palike"
30282,1.542,"Palike"
30284,1.516,"Palike"
30287,1.693,"Palike"
30288,1.696,"Palike"
30290,1.709,"Palike"
30298,1.809,"Palike"
30306,1.554,"Palike"
30309,1.556,"Palike"
30311,1.671,"Palike"
30318,1.665,"Palike"
30322,1.483,"Palike"
30324,1.677,"Palike"
30327,1.338,"Palike"
30333,1.738,"Palike"
30334,1.42,"Palike"
30337,1.876,"Palike"
30343,1.888,"Palike"
30350,1.888,"Palike"
30357,2.011,"Palike"
30365,1.768,"Palike"
30373,1.589,"Palike"
30380,2.041,"Palike"
30386,1.499,"Palike"
30388,1.515,"Palike"
30391,1.775,"Palike"
30392,1.593,"Palike"
30392,1.593,"Palike"
30392,1.593,"Palike"
30392,1.593,"Palike"
30395,1.95,"Palike"
30395,1.683,"Palike"
30403,1.833,"Palike"
30410,1.65,"Palike"
30417,1.877,"Palike"
30425,1.772,"Palike"
30433,1.64,"Palike"
30435,1.695,"Palike"
30440,1.643,"Palike"
30444,1.587,"Palike"
30447,1.587,"Palike"
30449,1.68,"Palike"
30450,1.745,"Palike"
30454,1.798,"Palike"
30463,1.965,"Palike"
30468,1.565,"Palike"
30470,1.578,"Palike"
30472,1.746,"Palike"
30474,1.417,"Palike"
30476,1.635,"Palike"
30481,1.317,"Palike"
30488,1.816,"Palike"
30488,1.69,"Palike"
30490,1.654,"Palike"
30495,1.66,"Palike"
30498,1.682,"Palike"
30500,2.113,"Palike"
30503,1.746,"Palike"
30505,1.918,"Palike"
30506,1.912,"Palike"
30507,1.397,"Palike"
30508,1.811,"Palike"
30509,1.735,"Palike"
30510,1.92,"Palike"
30511,1.65,"Palike"
30512,1.769,"Palike"
30514,1.733,"Palike"
30515,1.877,"Palike"
30515,1.62,"Palike"
30520,1.681,"Palike"
30524,1.888,"Palike"
30526,1.253,"Palike"
30528,1.688,"Palike"
30534,1.742,"Palike"
30543,1.641,"Palike"
30552,1.571,"Palike"
30560,1.406,"Palike"
30564,1.372,"Palike"
30570,1.291,"Palike"
30578,1.715,"Palike"
