"age","d13c"
12229.8,0.485
12233.8,0.393828571428573
12237.8,0.345250000000016
12241.8,0.401914285714201
12245.8,0.575171428571462
12249.8,0.529861111111097
12253.8,0.694799999999941
12257.8,0.698888888888906
12261.8,0.607285714285681
12265.8,0.662333333333379
12269.8,0.606714285714286
12273.8,0.669333333333355
12277.8,0.579294117647063
12281.8,0.581303030302969
12285.8,0.716333333333335
12289.8,0.776181818181796
12293.8,0.817333333333345
12297.8,0.785575757575763
12301.8,0.585363636363611
12305.8,0.700818181818181
12309.8,0.611757575757615
12313.8,0.458545454545486
12317.8,0.483787878787866
12321.8,0.553711111111098
12325.8,0.612499999999994
12329.8,0.735431818181814
12333.8,0.863777777777778
12337.8,0.88427272727274
12341.8,0.796333333333363
12345.8,0.712155555555568
12349.8,0.692999999999994
12353.8,0.726155555555554
12357.8,0.693860465116311
12361.8,0.550699999999906
12365.8,0.755894736842174
12369.8,0.682789473684185
12373.8,0.784894736842076
12377.8,0.685157894736791
12381.8,0.694000000000036
12385.8,0.763473684210511
12389.8,0.5567894736843
12393.8,0.628789473684096
12397.8,0.632653846153929
12401.8,0.71339285714282
12405.8,0.786499999999992
12409.8,0.814090909090909
12413.8,0.774818181818182
12417.8,0.814285714285711
12421.8,0.798750000000019
12425.8,0.632321428571458
12429.8,0.638249999999996
12433.8,0.620600000000012
12437.8,0.618599999999946
12441.8,0.702090909090947
12445.8,0.695242424242378
12449.8,0.671969696969727
12453.8,0.68
12457.8,0.66326470588234
12461.8,0.735291666666652
12465.8,0.768558823529412
12469.8,0.896727272727258
12473.8,0.760090909091041
12477.8,0.581181818181613
12481.8,0.724454545454562
12485.8,0.082636363636551
12489.8,0.88178787878789
12493.8,0.67268750000014
12497.8,0.664121212121075
12501.8,0.908424242424225
12505.8,0.694
12509.8,0.410424242424111
12513.8,0.741437500000017
12517.8,0.950636363636426
12521.8,0.815470588235291
12525.8,0.896294117647049
12529.8,0.928058823529439
12533.8,0.834
12537.8,0.816352941176776
12541.8,0.434941176470401
12545.8,0.918647058823513
12549.8,0.774176470588244
12553.8,0.908294117646967
12557.8,0.780696969696902
12561.8,0.931333333333333
12565.8,0.842720000000013
12569.8,0.8622
12573.8,0.834400000000169
12577.8,0.849374999999873
12581.8,0.812499999999926
12585.8,0.650157894736814
12589.8,0.621559999999803
12593.8,0.928333333333347
12597.8,0.804874999999979
12601.8,0.843874999999999
12605.8,0.680083333333291
12609.8,0.858874999999981
12613.8,0.876680000000072
12617.8,0.78275999999994
12621.8,0.727320000000004
12625.8,0.638500000000019
12629.8,0.614387755102041
12633.8,0.56913223140496
12637.8,0.495743801652896
12641.8,0.422355371900832
12645.8,0.442599999999992
12649.8,0.549191011235945
12653.8,0.682224719101119
12657.8,0.761555555555556
12661.8,0.686477272727274
12665.8,0.662066666666622
12669.8,0.784733333333289
12673.8,0.776545454545461
12677.8,0.688088888888918
12681.8,0.583200000000029
12685.8,0.623214285714237
12689.8,0.741914893617057
12693.8,0.63468085106384
12697.8,0.723777777777714
12701.8,0.841185185185196
12705.8,0.909888888888915
12709.8,0.870777777777777
12713.8,0.758111111111081
12717.8,0.849037037037094
12721.8,0.850333333333325
12725.8,0.76500000000001
12729.8,0.881435897435877
12733.8,0.964195121951227
12737.8,0.892000000000016
12741.8,0.836585365853641
12745.8,0.874097560975639
12749.8,0.763806451612907
12753.8,0.701463414634115
12757.8,0.837853658536609
12761.8,0.670000000000082
12765.8,0.579052631578862
12769.8,0.773054054054083
12773.8,0.662631578947371
12777.8,0.717621621621598
12781.8,0.76268421052632
12785.8,0.834729729729701
12789.8,0.672236842105307
12793.8,0.684405405405374
12797.8,0.768263157894728
12801.8,0.42915789473698
12805.8,0.631243243243217
12809.8,0.715592592592528
12813.8,0.759296296296336
12817.8,0.646
12821.8,0.752740740740751
12825.8,0.728777777777835
12829.8,0.551185185185222
12833.8,0.703111111111117
12837.8,0.562814814814875
12841.8,0.566925925925932
12845.8,0.544999999999943
12849.8,0.564666666666664
12853.8,0.613157894736823
12857.8,0.645000000000014
12861.8,0.492947368421039
12865.8,0.646702702702686
12869.8,0.464918918919101
12873.8,0.434578947368276
12877.8,0.567964285714291
12881.8,0.669918918918895
12885.8,0.442
12889.8,0.953078947368461
12893.8,0.7325
12897.8,0.769999999999974
12901.8,0.900407407407542
12905.8,0.683961538461522
12909.8,0.802769230769255
12913.8,0.964148148148041
12917.8,0.905555555555565
12921.8,0.896962962962953
12925.8,0.908555555555759
12929.8,0.608384615384509
12933.8,0.800593750000041
12937.8,0.797242424242356
12941.8,0.839229508196744
12945.8,0.689090909090867
12949.8,0.8796875
12953.8,0.850636363636369
12957.8,1.04593939393932
12961.8,0.81
12965.8,0.656060606060615
12969.8,0.626799999999982
12973.8,0.727722222222224
12977.8,0.729388888888886
12981.8,0.654918918918928
12985.8,0.672666666666662
12989.8,0.696166666666664
12993.8,0.934952380952294
12997.8,0.794048780487813
13001.8,0.902666666666644
13005.8,0.903857142857153
13009.8,0.889
13013.8,0.968999999999993
13017.8,0.761571428571396
13021.8,0.846000000000016
13025.8,0.827428571428635
13029.8,0.637357142857155
13033.8,0.697758620689672
13037.8,0.683714285714277
13041.8,0.686750000000012
13045.8,0.812750000000073
13049.8,0.716999999999957
13053.8,0.614586206896538
13057.8,0.92134482758607
13061.8,0.809200000000103
13065.8,0.752133333333361
13069.8,0.927724137930947
13073.8,0.956068965517237
13077.8,0.947103448275864
13081.8,0.95
13085.8,0.866586206896503
13089.8,0.879896551724158
13093.8,0.912384615384638
13097.8,0.803105263157887
13101.8,0.853769230769234
13105.8,0.863026315789452
13109.8,0.896384615384627
13113.8,0.809947368421041
13117.8,0.875307692307728
13121.8,0.828666666666643
13125.8,0.8998208955224
13129.8,0.807880597014947
13133.8,0.557800000000089
13137.8,0.545399999999933
13141.8,0.747999999999998
13145.8,0.753714285714284
13149.8,0.95734545454536
13153.8,1.07000000000003
13157.8,0.96
13161.8,0.749090909090909
13165.8,0.666875
13169.8,0.64280487804879
13173.8,0.76477777777768
13177.8,0.938000000000112
13181.8,0.74315789473685
13185.8,0.794777777777716
13189.8,0.945
13193.8,0.830631578947367
13197.8,0.892947368421091
13201.8,1.08755555555557
13205.8,0.91215789473699
13209.8,0.72768421052632
13213.8,0.863210526315825
13217.8,0.854625000000016
13221.8,0.921903225806438
13225.8,0.854406250000046
13229.8,0.799290322580643
13233.8,0.902125000000004
13237.8,0.832875000000009
13241.8,0.725523809523823
13245.8,0.657781249999975
13249.8,0.766838709677415
13253.8,0.572250000000088
13257.8,0.686789473684129
13261.8,0.777473684210614
13265.8,0.82
13269.8,0.945315789473577
13273.8,0.700947368421019
13277.8,0.744578947368109
13281.8,1.03126315789472
13285.8,1.0195
13289.8,1.02184210526306
13293.8,0.931027777777763
13297.8,0.865638888888966
13301.8,0.816540540540514
13305.8,0.93377777777775
13309.8,0.892444444444438
13313.8,0.893270270270273
13317.8,0.849444444444393
13321.8,1.031
13325.8,0.973972972973014
13329.8,0.909749999999993
13333.8,0.805138888888941
13337.8,0.785685714285693
13341.8,0.6757428571429
13345.8,0.954117647058823
13349.8,0.924457142857172
13353.8,0.87705714285711
13357.8,1.03562857142855
13361.8,1.10414285714285
13365.8,1.1645294117647
13369.8,1.17017142857143
13373.8,0.906029411764708
13377.8,1.01516666666664
13381.8,1.03
13385.8,1.02866666666667
13389.8,1.16634482758615
13393.8,1.15023333333337
13397.8,1.08213793103447
13401.8,1.15699999999997
13405.8,1.00130000000003
13409.8,0.949833333333298
13413.8,0.925724137931055
13417.8,0.90195238095235
13421.8,0.951571428571424
13425.8,1.02983333333333
13429.8,1.03685714285714
13433.8,0.922857142857153
13437.8,1.02045000000002
13441.8,1.09814285714286
13445.8,0.866199999999967
13449.8,1.19828571428574
13453.8,1.17650000000011
13457.8,1.06646341463409
13461.8,1.04619354838722
13465.8,1.0513170731707
13469.8,0.997414634146354
13473.8,0.948048780487796
13477.8,1.09336585365849
13481.8,1.14146341463416
13485.8,1.06048780487805
13489.8,1.12731707317072
13493.8,1.16780000000001
13497.8,1.16004166666666
13501.8,1.02787499999984
13505.8,1.0735
13509.8,0.980166666666713
13513.8,1.166
13517.8,1.01034782608695
13521.8,1.10862499999999
13525.8,1.29920833333333
13529.8,1.14841666666675
13533.8,1.00024999999999
13537.8,1.06274999999998
13541.8,1.35082857142873
13545.8,0.897399999999982
13549.8,0.989285714285672
13553.8,1.14891428571424
13557.8,1.15422857142861
13561.8,1.20899999999995
13565.8,1.12674285714291
13569.8,1.21781818181823
13573.8,1.12954545454552
13577.8,1.00799999999993
13581.8,0.953
13585.8,1.20699999999999
13589.8,1.27649999999998
13593.8,1.21903703703703
13597.8,1.11357407407411
13601.8,1.16300000000004
13605.8,1.0741111111111
13609.8,0.946074074074079
13613.8,0.901444444444453
13617.8,0.988925925925955
13621.8,0.941461538461536
13625.8,0.785961538461497
13629.8,0.908461538461532
13633.8,0.969000000000011
13637.8,0.900076923076939
13641.8,1.08263157894739
13645.8,0.905555555555605
13649.8,1.16903846153849
13653.8,1.05703703703705
13657.8,0.658280000000083
13661.8,1.088111111111
13665.8,1.30800000000001
13669.8,1.48611111111094
13673.8,1.46794117647065
13677.8,1.39549999999994
13681.8,1.34537142857145
13685.8,1.32966666666668
13689.8,1.18541176470581
13693.8,1.41166666666668
13697.8,1.22922222222222
13701.8,1.25578260869566
13705.8,1.16885714285691
13709.8,1.66599999999997
13713.8,1.49585714285726
13717.8,1.68014285714286
13721.8,1.62999999999998
13725.8,1.68457142857146
13729.8,1.6252857142857
13733.8,1.35071428571418
13737.8,1.63066666666667
13741.8,1.73895238095238
13745.8,1.50730612244897
13749.8,1.59383673469387
13753.8,1.62544897959183
13757.8,1.67949999999997
13761.8,1.5232400000001
13765.8,1.80224000000003
13769.8,1.64916326530612
13773.8,1.73079591836735
13777.8,1.56706122448979
13781.8,1.60133333333326
13785.8,1.638
13789.8,1.61831034482766
13793.8,1.63766666666662
13797.8,1.73177108433735
13801.8,1.71972289156627
13805.8,1.71656097560976
13809.8,1.64767469879519
13813.8,1.50502409638557
13817.8,1.39853658536587
13821.8,1.37619047619047
13825.8,1.43860869565214
13829.8,1.5397741935484
13833.8,1.49166666666667
13837.8,1.447
13841.8,1.403
13845.8,1.32251219512195
13849.8,1.48870000000001
13853.8,1.49319354838708
13857.8,1.43806666666669
13861.8,1.3452666666667
13865.8,1.21380000000001
13869.8,1.38539999999995
13873.8,1.24720000000004
13877.8,1.16391428571428
13881.8,1.17180000000002
13885.8,1.04099999999999
13889.8,1.06469230769231
13893.8,0.969307692307696
13897.8,0.873923076923077
13901.8,1.343
13905.8,1.43142857142857
13909.8,1.12518918918918
13913.8,1.26866666666668
13917.8,1.16526530612244
13921.8,1.27138775510201
13925.8,1.16125000000003
13929.8,1.2112857142857
13933.8,1.21566666666669
13937.8,1.12326530612244
13941.8,1.1374693877551
13945.8,1.12685714285714
13949.8,1.14948387096773
13953.8,1.17066666666667
13957.8,1.16945454545455
13961.8,1.14286363636364
13965.8,1.10104545454546
13969.8,1.12127272727272
13973.8,1.11551515151516
13977.8,1.05248484848486
13981.8,0.840954545454633
13985.8,0.566687499999975
13989.8,0.634187499999979
13993.8,0.805837209302263
13997.8,0.999883720930235
14001.8,0.973837209302329
14005.8,1.01402325581391
14009.8,1.25115151515152
14013.8,1.09013953488372
14017.8,1.04634883720934
14021.8,1.01262499999971
14025.8,1.33477777777778
14029.8,1.30845945945948
14033.8,1.29205405405405
