"Frequency","Power","Harmonic_CL","AR1_CL","AR1_fit","AR1_90_power","AR1_95_power","AR1_99_power"
118.434622467785,4.56468843953789e-07,38.8267640679377,21.4817242925999,7.19017503037064e-07,1.14950616489333e-06,1.31630807890704e-06,1.66878578156714e-06
118.443830570915,4.56682188392554e-07,27.1183142952221,21.5090517252713,7.19003768056077e-07,1.14948420653313e-06,1.31628293422508e-06,1.66875390370481e-06
118.453038674046,4.50939514016373e-07,13.4449856224918,20.8069829110668,7.18990052701239e-07,1.14946227954961e-06,1.31625782547279e-06,1.66872207139329e-06
118.462246777177,4.31821264470324e-07,8.70517129725853,18.5245855626387,7.18976356971066e-07,1.14944038394039e-06,1.31623275264744e-06,1.66869028462915e-06
118.471454880308,4.01430047599527e-07,14.2897238872406,15.1038391182777,7.1896268086408e-07,1.14941851970312e-06,1.31620771574634e-06,1.66865854340896e-06
118.480662983438,3.68350058703856e-07,28.0856867802404,11.7219879904435,7.18949024378803e-07,1.14939668683542e-06,1.31618271476678e-06,1.66862684772928e-06
118.489871086569,3.38428039096213e-07,44.5331998748472,9.014924881046,7.18935387513759e-07,1.14937488533494e-06,1.31615774970605e-06,1.6685951975867e-06
118.4990791897,3.11113736845893e-07,53.7942047764594,6.86343421309528,7.18921770267477e-07,1.14935311519932e-06,1.31613282056146e-06,1.66856359297779e-06
118.508287292831,2.82563903644439e-07,47.3794688459348,4.95704307286769,7.18908172638484e-07,1.14933137642622e-06,1.31610792733032e-06,1.66853203389915e-06
118.517495395961,2.49955112413837e-07,27.9653489031722,3.212432500349,7.18894594625312e-07,1.14930966901328e-06,1.31608307000994e-06,1.66850052034736e-06
118.526703499092,2.15460293161333e-07,20.1038844376241,1.85092280254226,7.18881036226495e-07,1.14928799295817e-06,1.31605824859763e-06,1.66846905231901e-06
118.535911602223,1.86995940842783e-07,43.5885782126238,1.06834375992094,7.18867497440568e-07,1.14926634825853e-06,1.31603346309072e-06,1.66843762981071e-06
118.545119705354,1.71858955856828e-07,76.5445761916905,0.76258897328796,7.18853978266069e-07,1.14924473491203e-06,1.31600871348652e-06,1.66840625281907e-06
118.554327808485,1.70965607508791e-07,91.8909052110624,0.746766246142744,7.18840478701538e-07,1.14922315291634e-06,1.31598399978236e-06,1.6683749213407e-06
118.563535911615,1.83138481690199e-07,93.3826984710673,0.983839247288865,7.18826998745517e-07,1.14920160226913e-06,1.31595932197557e-06,1.66834363537221e-06
118.572744014746,2.09460045325946e-07,86.2911074653531,1.66232860051693,7.18813538396549e-07,1.14918008296806e-06,1.3159346800635e-06,1.66831239491022e-06
118.581952117877,2.49548163880246e-07,69.4185710410195,3.19505232511408,7.18800097653183e-07,1.14915859501082e-06,1.31591007404347e-06,1.66828119995136e-06
118.591160221008,2.93415848670634e-07,45.3024562325628,5.6432660678793,7.18786676513965e-07,1.14913713839508e-06,1.31588550391283e-06,1.66825005049227e-06
118.600368324138,3.25399346106558e-07,20.7159438780138,7.95499919259901,7.18773274977447e-07,1.14911571311853e-06,1.31586096966893e-06,1.66821894652957e-06
118.609576427269,3.39255589398874e-07,4.67245167602159,9.09202433538841,7.18759893042181e-07,1.14909431917886e-06,1.31583647130912e-06,1.66818788805992e-06
118.6187845304,3.40950549121168e-07,0.796764034308835,9.23705178198468,7.18746530706723e-07,1.14907295657374e-06,1.31581200883075e-06,1.66815687507994e-06
118.627992633531,3.39373304916282e-07,0.60527994263191,9.10309197531038,7.1873318796963e-07,1.14905162530089e-06,1.31578758223118e-06,1.66812590758631e-06
118.637200736661,3.38599402227529e-07,2.5694621064297,9.03800068645924,7.1871986482946e-07,1.14903032535799e-06,1.31576319150777e-06,1.66809498557567e-06
118.646408839792,3.35579565766493e-07,21.7504334446657,8.78479995636574,7.18706561284776e-07,1.14900905674274e-06,1.31573883665789e-06,1.66806410904468e-06
118.655616942923,3.25196995572163e-07,62.5803984719006,7.94185894996675,7.18693277334142e-07,1.14898781945285e-06,1.31571451767892e-06,1.66803327799001e-06
118.664825046054,3.11978725251187e-07,87.7770945796507,6.93442226004402,7.18680012976122e-07,1.14896661348602e-06,1.31569023456821e-06,1.66800249240834e-06
118.674033149184,3.16068204589149e-07,91.7801205759027,7.23871191547755,7.18666768209285e-07,1.14894543883997e-06,1.31566598732317e-06,1.66797175229633e-06
118.683241252315,3.64313296158411e-07,87.4316144576037,11.350508003373,7.18653543032201e-07,1.14892429551241e-06,1.31564177594115e-06,1.66794105765068e-06
118.692449355446,4.67931881071805e-07,76.5693249147431,22.9370132544765,7.18640337443443e-07,1.14890318350105e-06,1.31561760041956e-06,1.66791040846806e-06
118.701657458577,5.90979272614661e-07,58.3175721487353,39.3006141502828,7.18627151441583e-07,1.14888210280362e-06,1.31559346075578e-06,1.66787980474516e-06
118.710865561707,6.7722951497384e-07,35.7659158672085,50.7618208769467,7.18613985025201e-07,1.14886105341784e-06,1.3155693569472e-06,1.66784924647869e-06
118.720073664838,7.08311300697354e-07,23.2142108265449,54.6855637556332,7.18600838192872e-07,1.14884003534145e-06,1.31554528899123e-06,1.66781873366535e-06
118.729281767969,7.041240908697e-07,25.7605257865906,54.1673791309602,7.1858771094318e-07,1.14881904857216e-06,1.31552125688527e-06,1.66778826630184e-06
118.7384898711,6.98132605185354e-07,25.4587585917229,53.4203800468267,7.18574603274707e-07,1.14879809310772e-06,1.31549726062671e-06,1.66775784438487e-06
118.74769797423,7.14932128713037e-07,15.2753562421344,55.5064235043097,7.18561515186037e-07,1.14877716894586e-06,1.31547330021298e-06,1.66772746791115e-06
118.756906077361,7.50832018947241e-07,8.31372696629055,59.8001975679227,7.18548446675759e-07,1.14875627608433e-06,1.31544937564149e-06,1.66769713687742e-06
118.766114180492,7.74999397069789e-07,32.8227549550089,62.5553703172106,7.18535397742461e-07,1.14873541452086e-06,1.31542548690964e-06,1.66766685128039e-06
118.775322283623,7.6039858508688e-07,77.4709672221656,60.9069797986709,7.18522368384736e-07,1.14871458425322e-06,1.31540163401487e-06,1.66763661111681e-06
118.784530386753,7.09197604796728e-07,96.6289162523033,54.8063882125279,7.18509358601177e-07,1.14869378527914e-06,1.31537781695461e-06,1.66760641638339e-06
118.793738489884,6.52660384624884e-07,99.4418772298329,47.5820765994592,7.1849636839038e-07,1.14867301759639e-06,1.31535403572627e-06,1.66757626707689e-06
