"age","d13c","auth"
30520,0.466,"Palike"
30524,0.75,"Palike"
30526,0.517,"Palike"
30528,0.431,"Palike"
30534,0.662,"Palike"
30543,0.549,"Palike"
30552,0.309,"Palike"
30560,0.56,"Palike"
30564,0.533,"Palike"
30570,0.494,"Palike"
30578,0.696,"Palike"
30587,0.396,"Palike"
30595,0.429,"Palike"
30600,0.459,"Palike"
30602,0.522,"Palike"
30605,0.364,"Palike"
30607,0.451,"Palike"
30615,0.785,"Palike"
30622,0.815,"Palike"
30628,0.54,"Palike"
30628,0.234,"Palike"
30631,0.939,"Palike"
30633,0.94,"Palike"
30639,0.73,"Palike"
30647,0.835,"Palike"
30655,0.792,"Palike"
30657,0.875,"Palike"
30660,0.938,"Palike"
30666,0.69,"Palike"
30674,0.691,"Palike"
30677,0.706,"Palike"
30681,0.56,"Palike"
30686,0.942,"Palike"
30688,0.696,"Palike"
30691,0.836,"Palike"
30697,0.79,"Palike"
30700,0.523,"Palike"
30704,0.851,"Palike"
30707,0.747,"Palike"
30709,0.759,"Palike"
30712,0.69,"Palike"
30714,0.857,"Palike"
30716,0.848,"Palike"
30719,0.944,"Palike"
30721,0.772,"Palike"
30723,0.971,"Palike"
30726,0.749,"Palike"
30731,0.898,"Palike"
30739,0.939,"Palike"
30744,0.88,"Palike"
30751,0.7,"Palike"
30757,0.842,"Palike"
30766,0.71,"Palike"
30771,0.8,"Palike"
30780,0.898,"Palike"
30787,0.857,"Palike"
30790,0.816,"Palike"
30792,0.81,"Palike"
30797,0.802,"Palike"
30800,0.66,"Palike"
30802,0.81,"Palike"
30804,0.662,"Palike"
30809,0.707,"Palike"
30817,0.829,"Palike"
30824,0.869,"Palike"
30826,0.8,"Palike"
30828,1.021,"Palike"
30831,0.582,"Palike"
30834,0.647,"Palike"
30841,0.939,"Palike"
30843,0.838,"Palike"
30846,0.973,"Palike"
30848,0.691,"Palike"
30850,0.533,"Palike"
30853,0.765,"Palike"
30856,0.898,"Palike"
30863,0.965,"Palike"
30868,0.805,"Palike"
30868,0.805,"Palike"
30872,0.723,"Palike"
30880,0.865,"Palike"
30882,1.134,"Palike"
30884,0.974,"Palike"
30887,1.006,"Palike"
30889,0.834,"Palike"
30891,1.207,"Palike"
30894,0.996,"Palike"
30896,1.06,"Palike"
30897,1.13,"Palike"
30898,0.932,"Palike"
30900,0.94,"Palike"
30902,0.92,"Palike"
30904,0.88,"Palike"
30906,1.177,"Palike"
30907,0.89,"Palike"
30909,0.97,"Palike"
30909,0.97,"Palike"
30910,0.998,"Palike"
30912,0.89,"Palike"
30914,0.952,"Palike"
30914,0.62,"Palike"
30919,0.62,"Palike"
30920,0.769,"Palike"
30923,0.53,"Palike"
30927,0.73,"Palike"
30933,1.06,"Palike"
30937,0.81,"Palike"
30940,0.83,"Palike"
30946,0.89,"Palike"
30952,0.73,"Palike"
30958,0.75,"Palike"
30959,0.75,"Palike"
30965,0.71,"Palike"
30971,0.84,"Palike"
30977,1.02,"Palike"
30978,1.113,"Palike"
30979,1.17,"Palike"
30983,0.71,"Palike"
30991,0.87,"Palike"
31000,0.91,"Palike"
31007,0.82,"Palike"
31013,1.05,"Palike"
31013,1.05,"Palike"
31015,0.87,"Palike"
31017,1.14,"Palike"
31018,1.1,"Palike"
31022,0.99,"Palike"
31023,1.04,"Palike"
31025,0.98,"Palike"
31027,0.86,"Palike"
31029,0.79,"Palike"
31032,0.55,"Palike"
31039,0.66,"Palike"
31040,0.66,"Palike"
31042,0.64,"Palike"
31045,1.12,"Palike"
31047,0.88,"Palike"
31049,0.87,"Palike"
31050,0.666,"Palike"
31051,1.03,"Palike"
31053,1.01,"Palike"
31055,0.93,"Palike"
31057,0.92,"Palike"
31058,0.81,"Palike"
31060,0.97,"Palike"
31060,0.97,"Palike"
31062,0.72,"Palike"
31069,0.8,"Palike"
31071,0.87,"Palike"
31075,0.76,"Palike"
31082,0.69,"Palike"
31084,0.71,"Palike"
31086,0.93,"Palike"
31088,0.62,"Palike"
31090,0.64,"Palike"
31091,0.83,"Palike"
31098,1.03,"Palike"
31105,0.75,"Palike"
31107,0.87,"Palike"
31109,0.83,"Palike"
31112,0.78,"Palike"
31114,1.21,"Palike"
31115,0.83,"Palike"
31121,0.9,"Palike"
31127,1.16,"Palike"
31129,1.12,"Palike"
31129,1.12,"Palike"
31132,1.03,"Palike"
31140,0.99,"Palike"
31145,0.9,"Palike"
31152,0.81,"Palike"
31159,1.03,"Palike"
31160,0.79,"Palike"
31163,0.72,"Palike"
31168,1.02,"Palike"
31170,1.08,"Palike"
31173,0.94,"Palike"
31173,0.94,"Palike"
31181,1.25,"Palike"
31187,0.94,"Palike"
31195,1.21,"Palike"
31202,0.87,"Palike"
31210,0.99,"Palike"
31218,0.98,"Palike"
31225,0.88,"Palike"
31233,0.69,"Palike"
31240,1,"Palike"
31246,0.95,"Palike"
31246,0.95,"Palike"
31248,1.05,"Palike"
31250,1.12,"Palike"
31252,1.14,"Palike"
31254,0.85,"Palike"
31255,1.21,"Palike"
31256,1,"Palike"
31258,0.8,"Palike"
31260,0.77,"Palike"
31263,0.75,"Palike"
31267,0.69,"Palike"
31267,0.69,"Palike"
31271,0.92,"Palike"
31278,1.02,"Palike"
31285,0.9,"Palike"
31292,0.96,"Palike"
31297,0.6,"Palike"
31300,0.73,"Palike"
31303,0.65,"Palike"
31305,0.49,"Palike"
31307,0.42,"Palike"
31308,0.48,"Palike"
31308,0.48,"Palike"
31310,0.65,"Palike"
31311,0.72,"Palike"
31315,0.52,"Palike"
31320,0.53,"Palike"
31326,0.64,"Palike"
31331,0.51,"Palike"
31335,0.45,"Palike"
31340,0.47,"Palike"
31345,0.57,"Palike"
31350,0.46,"Palike"
31350,0.46,"Palike"
31356,0.58,"Palike"
31356,0.515,"Palike"
31362,0.5,"Palike"
31368,0.77,"Palike"
31373,0.65,"Palike"
31376,0.83,"Palike"
31379,0.89,"Palike"
31380,0.61,"Palike"
31382,0.52,"Palike"
31383,0.53,"Palike"
31386,0.73,"Palike"
31386,0.73,"Palike"
31387,0.6,"Palike"
31389,0.7,"Palike"
31390,0.6,"Palike"
31392,0.66,"Palike"
31395,0.69,"Palike"
31400,0.85,"Palike"
31403,0.69,"Palike"
31408,0.69,"Palike"
31414,0.62,"Palike"
31419,0.73,"Palike"
31419,0.73,"Palike"
31422,0.52,"Palike"
31423,0.74,"Palike"
31426,0.39,"Palike"
31430,0.47,"Palike"
31431,0.76,"Palike"
31431,0.62,"Palike"
31432,0.62,"Palike"
31433,0.6,"Palike"
31433,0.736,"Palike"
31434,0.78,"Palike"
31434,0.72,"Palike"
31435,0.62,"Palike"
31436,0.42,"Palike"
31437,0.51,"Palike"
31438,0.55,"Palike"
31438,0.75,"Palike"
31439,0.62,"Palike"
31440,0.47,"Palike"
31441,0.71,"Palike"
31441,0.71,"Palike"
31441,0.66,"Palike"
31442,0.94,"Palike"
31443,0.84,"Palike"
31444,0.82,"Palike"
31445,0.59,"Palike"
31445,0.77,"Palike"
31446,0.69,"Palike"
31447,0.71,"Palike"
31450,0.5,"Palike"
31454,0.97,"Palike"
31456,0.76,"Palike"
31457,0.74,"Palike"
31459,0.69,"Palike"
31461,0.7,"Palike"
31464,1.182,"Palike"
31465,0.767,"Palike"
31465,0.767,"Palike"
31470,0.79,"Palike"
31472,0.84,"Palike"
31474,1,"Palike"
31475,0.85,"Palike"
31477,1.05,"Palike"
31478,1.13,"Palike"
31479,0.95,"Palike"
31481,0.85,"Palike"
31483,0.91,"Palike"
31489,0.84,"Palike"
31489,0.84,"Palike"
31495,1.03,"Palike"
31499,0.99,"Palike"
31504,0.9,"Palike"
31508,1,"Palike"
31509,0.93,"Palike"
31511,1.05,"Palike"
31515,0.78,"Palike"
31520,0.87,"Palike"
31522,0.915,"Palike"
31523,0.81,"Palike"
31523,0.81,"Palike"
31526,0.77,"Palike"
31528,0.98,"Palike"
31531,0.8,"Palike"
31534,0.7,"Palike"
31535,0.768,"Palike"
31538,1.07,"Palike"
31542,0.75,"Palike"
31544,0.76,"Palike"
31545,0.72,"Palike"
31548,0.942,"Palike"
31548,0.942,"Palike"
31552,1.22,"Palike"
31556,0.8,"Palike"
31558,0.88,"Palike"
31560,0.75,"Palike"
31562,0.884,"Palike"
31563,0.88,"Palike"
31565,0.79,"Palike"
31566,0.93,"Palike"
31569,0.91,"Palike"
31573,0.935,"Palike"
31577,1.11,"Palike"
31577,1.11,"Palike"
31578,0.87,"Palike"
31580,0.895,"Palike"
31581,0.84,"Palike"
31583,0.89,"Palike"
31587,1.19,"Palike"
31592,0.85,"Palike"
31597,0.74,"Palike"
31602,0.79,"Palike"
31607,0.83,"Palike"
31607,0.83,"Palike"
31611,0.9,"Palike"
31616,0.81,"Palike"
31622,0.88,"Palike"
31628,0.8,"Palike"
31632,0.72,"Palike"
31634,0.82,"Palike"
31636,0.82,"Palike"
31639,0.75,"Palike"
31641,0.65,"Palike"
31643,0.65,"Palike"
31643,0.65,"Palike"
31646,0.81,"Palike"
31650,0.82,"Palike"
31656,0.75,"Palike"
31663,0.85,"Palike"
31669,0.67,"Palike"
31671,0.67,"Palike"
31674,0.65,"Palike"
31678,0.78,"Palike"
31684,0.8,"Palike"
31688,0.69,"Palike"
31688,0.69,"Palike"
31691,0.46,"Palike"
31692,0.62,"Palike"
31694,0.43,"Palike"
31696,0.71,"Palike"
31702,1.006,"Palike"
31709,0.303,"Palike"
31714,0.65,"Palike"
31717,0.62,"Palike"
31719,0.67,"Palike"
31721,0.82,"Palike"
31721,0.82,"Palike"
31723,0.6,"Palike"
31725,0.84,"Palike"
31726,0.72,"Palike"
31730,0.618,"Palike"
31737,0.73,"Palike"
31741,0.98,"Palike"
31746,0.61,"Palike"
31751,0.86,"Palike"
31758,0.88,"Palike"
31764,0.846,"Palike"
31766,0.764,"Palike"
31767,0.96,"Palike"
31767,0.96,"Palike"
31773,0.763,"Palike"
31775,0.808,"Palike"
31778,0.79,"Palike"
31780,0.61,"Palike"
31780,0.766,"Palike"
31784,0.768,"Palike"
31784,0.563,"Palike"
31786,0.68,"Palike"
31788,0.6,"Palike"
31788,0.566,"Palike"
31789,0.665,"Palike"
31789,0.665,"Palike"
31791,0.51,"Palike"
31793,0.698,"Palike"
31795,0.665,"Palike"
31797,0.59,"Palike"
31803,0.555,"Palike"
31806,0.77,"Palike"
31810,0.646,"Palike"
31814,0.87,"Palike"
31819,0.5,"Palike"
31823,0.476,"Palike"
31823,0.476,"Palike"
31829,0.387,"Palike"
31836,0.494,"Palike"
31842,0.55,"Palike"
31848,0.544,"Palike"
31852,0.752,"Palike"
31852,0.752,"Palike"
31859,0.677,"Palike"
31865,0.75,"Palike"
31871,0.721,"Palike"
31878,0.739,"Palike"
31883,0.725,"Palike"
31889,0.86,"Palike"
31895,0.881,"Palike"
31901,0.845,"Palike"
31906,0.743,"Palike"
31912,0.63,"Palike"
31912,0.63,"Palike"
31918,0.6,"Palike"
31924,0.758,"Palike"
31929,0.743,"Palike"
31936,0.81,"Palike"
31940,0.866,"Palike"
31941,0.543,"Palike"
31952,0.78,"Palike"
31953,0.911,"Palike"
31955,0.75,"Palike"
31955,0.75,"Palike"
31956,0.697,"Palike"
31958,0.7,"Palike"
31960,0.681,"Palike"
31961,0.63,"Palike"
31963,0.621,"Palike"
31965,0.71,"Palike"
31968,0.716,"Palike"
31971,0.721,"Palike"
31976,0.866,"Palike"
31981,0.86,"Palike"
31981,0.86,"Palike"
31984,0.772,"Palike"
31986,0.729,"Palike"
31987,0.745,"Palike"
31991,0.685,"Palike"
31992,0.824,"Palike"
31995,0.688,"Palike"
32000,0.804,"Palike"
32004,0.798,"Palike"
32004,0.99,"Palike"
32011,0.77,"Palike"
32011,0.92,"Palike"
32017,0.85,"Palike"
32017,0.85,"Palike"
32017,1.035,"Palike"
32022,1.09,"Palike"
32022,0.738,"Palike"
32023,1.02,"Palike"
32024,1.005,"Palike"
32025,1.015,"Palike"
32028,0.896,"Palike"
32029,0.96,"Palike"
32031,0.92,"Palike"
32035,0.817,"Palike"
32037,0.92,"Palike"
32037,0.92,"Palike"
32041,0.79,"Palike"
32043,0.75,"Palike"
32047,0.9,"Palike"
32054,0.816,"Palike"
32062,0.77,"Palike"
32062,0.77,"Palike"
32066,0.81,"Palike"
32068,0.619,"Palike"
32070,0.77,"Palike"
32072,0.91,"Palike"
32074,0.87,"Palike"
32076,0.74,"Palike"
32078,0.84,"Palike"
32080,0.57,"Palike"
32082,0.64,"Palike"
32087,0.47,"Palike"
32092,0.78,"Palike"
32094,0.85,"Palike"
32096,0.81,"Palike"
32100,0.75,"Palike"
32107,0.65,"Palike"
32113,0.78,"Palike"
32115,0.66,"Palike"
32118,0.78,"Palike"
32120,0.854,"Palike"
32122,0.91,"Palike"
32122,0.91,"Palike"
32124,0.876,"Palike"
32124,0.78,"Palike"
32126,0.73,"Palike"
32128,0.92,"Palike"
32131,0.56,"Palike"
32134,0.85,"Palike"
32142,0.77,"Palike"
32146,0.73,"Palike"
32149,0.83,"Palike"
32154,0.87,"Palike"
32157,0.76,"Palike"
32157,0.76,"Palike"
32159,0.75,"Palike"
32165,0.76,"Palike"
32173,0.71,"Palike"
32175,0.51,"Palike"
32177,0.623,"Palike"
32179,0.6,"Palike"
32181,0.59,"Palike"
32183,0.78,"Palike"
32185,0.73,"Palike"
32187,0.7,"Palike"
32187,0.7,"Palike"
32189,0.65,"Palike"
32194,0.3,"Palike"
32198,0.57,"Palike"
32200,0.5,"Palike"
32201,0.42,"Palike"
32204,0.29,"Palike"
32209,0.78,"Palike"
32214,0.48,"Palike"
32217,0.63,"Palike"
32221,0.37,"Palike"
32227,0.82,"Palike"
32229,0.6,"Palike"
32231,0.84,"Palike"
32234,0.83,"Palike"
32241,0.79,"Palike"
32244,0.8,"Palike"
32248,0.748,"Palike"
32255,0.85,"Palike"
32263,0.856,"Palike"
32267,0.721,"Palike"
32267,0.721,"Palike"
32274,0.89,"Palike"
32276,0.8,"Palike"
32281,0.96,"Palike"
32285,0.763,"Palike"
32287,0.765,"Palike"
32289,0.846,"Palike"
32290,0.62,"Palike"
32292,0.68,"Palike"
32295,0.663,"Palike"
32298,0.74,"Palike"
32298,0.74,"Palike"
32300,0.871,"Palike"
32304,0.655,"Palike"
32306,0.768,"Palike"
32308,0.586,"Palike"
32314,0.58,"Palike"
32318,0.43,"Palike"
32320,0.542,"Palike"
32325,0.87,"Palike"
32333,0.922,"Palike"
32333,0.922,"Palike"
32337,0.887,"Palike"
32343,0.884,"Palike"
32350,0.816,"Palike"
32355,0.8,"Palike"
32358,0.71,"Palike"
32359,0.738,"Palike"
32363,0.96,"Palike"
32370,0.987,"Palike"
32372,0.909,"Palike"
32377,1.065,"Palike"
32377,1.065,"Palike"
32384,0.941,"Palike"
32391,0.98,"Palike"
32396,0.85,"Palike"
32399,0.846,"Palike"
32403,0.65,"Palike"
32405,0.784,"Palike"
32408,0.871,"Palike"
32410,0.858,"Palike"
32410,0.764,"Palike"
32413,1.02,"Palike"
32417,0.98,"Palike"
32417,0.98,"Palike"
32422,0.92,"Palike"
32424,0.827,"Palike"
32426,0.969,"Palike"
32427,0.833,"Palike"
32428,0.856,"Palike"
32429,0.84,"Palike"
32431,0.8,"Palike"
32432,0.81,"Palike"
32433,0.949,"Palike"
32436,0.967,"Palike"
32441,0.939,"Palike"
32441,0.939,"Palike"
32443,0.777,"Palike"
32444,0.893,"Palike"
32446,0.975,"Palike"
32450,0.9,"Palike"
32451,0.849,"Palike"
32451,0.689,"Palike"
32454,0.917,"Palike"
32457,0.909,"Palike"
32459,0.967,"Palike"
32462,0.888,"Palike"
32462,0.888,"Palike"
32464,0.914,"Palike"
32465,0.738,"Palike"
32466,0.901,"Palike"
32467,0.851,"Palike"
32468,0.861,"Palike"
32469,0.836,"Palike"
32470,0.914,"Palike"
32471,0.929,"Palike"
32478,0.765,"Palike"
32478,0.765,"Palike"
32483,0.76,"Palike"
32483,0.883,"Palike"
32484,0.7,"Palike"
32485,0.763,"Palike"
32486,0.831,"Palike"
32487,0.718,"Palike"
32488,0.552,"Palike"
32490,0.812,"Palike"
32492,0.771,"Palike"
32493,1.022,"Palike"
32494,0.917,"Palike"
32498,0.772,"Palike"
32498,0.772,"Palike"
32500,0.859,"Palike"
32503,0.731,"Palike"
32505,0.742,"Palike"
32507,0.688,"Palike"
32508,0.914,"Palike"
32512,0.793,"Palike"
32513,0.704,"Palike"
32517,0.918,"Palike"
32520,0.946,"Palike"
32524,0.93,"Palike"
32526,0.745,"Palike"
32526,0.745,"Palike"
32532,0.996,"Palike"
32538,0.88,"Palike"
32540,0.834,"Palike"
32542,0.797,"Palike"
32544,0.862,"Palike"
32546,0.941,"Palike"
32548,0.916,"Palike"
32552,0.809,"Palike"
32557,0.69,"Palike"
32559,0.739,"Palike"
32559,0.739,"Palike"
32560,0.776,"Palike"
32562,0.586,"Palike"
32564,0.821,"Palike"
32566,0.774,"Palike"
32568,0.801,"Palike"
32572,0.714,"Palike"
32575,0.623,"Palike"
32577,0.709,"Palike"
32581,0.833,"Palike"
32588,0.788,"Palike"
32588,0.788,"Palike"
32593,0.598,"Palike"
32599,0.716,"Palike"
32604,0.77,"Palike"
32605,0.958,"Palike"
32607,0.88,"Palike"
32611,0.808,"Palike"
32617,0.879,"Palike"
32621,1.097,"Palike"
32622,0.996,"Palike"
32625,1.135,"Palike"
32625,1.135,"Palike"
32630,1.118,"Palike"
32631,1.162,"Palike"
32633,0.967,"Palike"
32635,0.886,"Palike"
32636,0.976,"Palike"
32638,1.033,"Palike"
32640,1.013,"Palike"
32642,0.993,"Palike"
32646,0.803,"Palike"
32651,1.057,"Palike"
32651,1.057,"Palike"
32658,1.152,"Palike"
32664,0.978,"Palike"
32671,0.811,"Palike"
32678,1.003,"Palike"
32683,0.93,"Palike"
32691,0.898,"Palike"
32695,0.838,"Palike"
32700,0.889,"Palike"
32708,0.739,"Palike"
32713,0.989,"Palike"
32713,0.989,"Palike"
32715,0.75,"Palike"
32726,0.971,"Palike"
32731,0.936,"Palike"
32731,0.936,"Palike"
32734,0.988,"Palike"
32741,1.026,"Palike"
32749,1.091,"Palike"
32754,1.072,"Palike"
32756,0.938,"Palike"
32756,0.938,"Palike"
32758,0.805,"Palike"
32760,0.931,"Palike"
32762,0.952,"Palike"
32764,0.957,"Palike"
32766,0.962,"Palike"
32766,0.962,"Palike"
32773,1.324,"Palike"
32780,1.372,"Palike"
32786,1.06,"Palike"
32794,1.045,"Palike"
32798,0.842,"Palike"
32798,0.842,"Palike"
32801,1.065,"Palike"
32807,1.141,"Palike"
32824,0.863,"Palike"
32828,1.123,"Palike"
32828,1.123,"Palike"
32830,1.176,"Palike"
32835,0.91,"Palike"
32841,1.038,"Palike"
32844,1.1,"Palike"
32844,1.1,"Palike"
32846,1.06,"Palike"
32849,1.141,"Palike"
32855,1.118,"Palike"
32861,1.164,"Palike"
32871,0.817,"Palike"
32871,0.817,"Palike"
32871,0.817,"Palike"
32871,0.9,"Palike"
32876,1.08,"Palike"
32878,0.88,"Palike"
32880,0.94,"Palike"
32880,0.76,"Palike"
32882,0.896,"Palike"
32882,1,"Palike"
32885,0.95,"Palike"
32885,0.95,"Palike"
32890,1.09,"Palike"
32894,0.96,"Palike"
32900,1.17,"Palike"
32908,1.12,"Palike"
32911,0.9,"Palike"
32911,0.9,"Palike"
32913,1.21,"Palike"
32915,1.1,"Palike"
32916,1.09,"Palike"
32916,1.117,"Palike"
32924,0.98,"Palike"
32924,0.98,"Palike"
32931,1,"Palike"
32935,0.84,"Palike"
32941,1,"Palike"
32942,0.98,"Palike"
32942,0.98,"Palike"
32947,0.75,"Palike"
32952,0.89,"Palike"
32964,0.9,"Palike"
32972,1.03,"Palike"
32975,1,"Palike"
32975,1,"Palike"
32979,0.9,"Palike"
32983,1.01,"Palike"
32990,0.96,"Palike"
33000,1.06,"Palike"
33007,1.19,"Palike"
33015,1.02,"Palike"
33020,1.05,"Palike"
33025,0.98,"Palike"
33027,1.02,"Palike"
33029,1.03,"Palike"
33029,1.03,"Palike"
33031,1.01,"Palike"
33035,1.01,"Palike"
33043,1.07,"Palike"
33047,0.98,"Palike"
33053,1.01,"Palike"
33053,1.01,"Palike"
33061,0.87,"Palike"
33070,1,"Palike"
33078,0.84,"Palike"
33087,1.02,"Palike"
33093,1.03,"Palike"
33093,1.03,"Palike"
33098,0.91,"Palike"
33103,0.93,"Palike"
33112,0.96,"Palike"
33118,0.8,"Palike"
33126,1.12,"Palike"
33136,1.08,"Palike"
33136,1.08,"Palike"
33145,1.09,"Palike"
33154,1.09,"Palike"
33163,1.14,"Palike"
33172,1.13,"Palike"
33181,1.16,"Palike"
33190,1.17,"Palike"
33190,1.17,"Palike"
33199,0.97,"Palike"
33208,1.22,"Palike"
33215,0.97,"Palike"
33219,1.12,"Palike"
33219,1.08,"Palike"
33226,1.23,"Palike"
33226,1.23,"Palike"
33228,1.17,"Palike"
33230,1.06,"Palike"
33232,0.98,"Palike"
33239,1.29,"Palike"
33246,1.09,"Palike"
33246,1.09,"Palike"
33253,1.26,"Palike"
33260,1.28,"Palike"
33265,1.26,"Palike"
33273,1.23,"Palike"
33288,1.45,"Palike"
33288,1.45,"Palike"
33306,1.31,"Palike"
33325,1.15,"Palike"
33345,1.09,"Palike"
33357,0.96,"Palike"
33368,1.35,"Palike"
33368,1.35,"Palike"
33371,1.47,"Palike"
33374,1.46,"Palike"
33378,1.44,"Palike"
33381,1.32,"Palike"
33381,1.32,"Palike"
33392,1.24,"Palike"
33399,1.45,"Palike"
33402,1.32,"Palike"
33405,1.31,"Palike"
33409,1.31,"Palike"
33409,1.31,"Palike"
33413,1.237,"Palike"
33418,1.36,"Palike"
33421,1.37,"Palike"
33425,1.28,"Palike"
33432,1.18,"Palike"
33439,1.13,"Palike"
33441,1.44,"Palike"
33443,1.52,"Palike"
33447,1.43,"Palike"
33449,1.43,"Palike"
33449,1.43,"Palike"
33451,1.32,"Palike"
33453,1.2,"Palike"
33454,1.409,"Palike"
33455,1.46,"Palike"
33456,1.408,"Palike"
33456,1.408,"Palike"
33457,1.37,"Palike"
33458,1.387,"Palike"
33460,1.25,"Palike"
33460,1.25,"Palike"
33461,1.271,"Palike"
33463,1.32,"Palike"
33463,1.461,"Palike"
33465,1.423,"Palike"
33467,1.491,"Palike"
33467,1.491,"Palike"
33469,1.372,"Palike"
33472,1.214,"Palike"
33480,1.312,"Palike"
33485,1.325,"Palike"
33488,1.343,"Palike"
33488,1.343,"Palike"
33491,1.353,"Palike"
33493,1.509,"Palike"
33495,1.426,"Palike"
33500,1.273,"Palike"
33509,1.346,"Palike"
33509,1.346,"Palike"
33511,1.356,"Palike"
33513,1.36,"Palike"
33515,1.48,"Palike"
33517,1.417,"Palike"
33519,1.293,"Palike"
33527,1.272,"Palike"
33527,1.272,"Palike"
33536,1.29,"Palike"
33546,1.242,"Palike"
33554,1.408,"Palike"
33555,1.437,"Palike"
33557,1.51,"Palike"
33557,1.437,"Palike"
33558,1.363,"Palike"
33560,1.473,"Palike"
33561,1.39,"Palike"
33563,1.497,"Palike"
33565,1.391,"Palike"
33565,1.497,"Palike"
33567,1.459,"Palike"
33568,1.496,"Palike"
33572,1.288,"Palike"
33578,1.533,"Palike"
33581,1.413,"Palike"
33581,1.533,"Palike"
33587,1.387,"Palike"
33591,1.512,"Palike"
33593,1.56,"Palike"
33595,1.56,"Palike"
33596,1.629,"Palike"
33596,1.56,"Palike"
33598,1.481,"Palike"
33599,1.572,"Palike"
33601,1.668,"Palike"
33603,1.564,"Palike"
33604,1.662,"Palike"
33604,1.564,"Palike"
33606,1.649,"Palike"
33607,1.553,"Palike"
33609,1.566,"Palike"
33611,1.503,"Palike"
33612,1.623,"Palike"
33612,1.503,"Palike"
33614,1.426,"Palike"
33616,1.437,"Palike"
33618,1.666,"Palike"
33620,1.459,"Palike"
33622,1.675,"Palike"
33622,1.675,"Palike"
33623,1.519,"Palike"
33625,1.541,"Palike"
33627,1.624,"Palike"
33631,1.402,"Palike"
33631,1.402,"Palike"
33632,1.53,"Palike"
33634,1.553,"Palike"
33636,1.523,"Palike"
33638,1.477,"Palike"
33640,1.488,"Palike"
33640,1.488,"Palike"
33642,1.726,"Palike"
33644,1.765,"Palike"
33645,1.548,"Palike"
33647,1.514,"Palike"
33649,1.636,"Palike"
33649,1.636,"Palike"
33651,1.433,"Palike"
33653,1.28,"Palike"
33655,1.375,"Palike"
33656,1.472,"Palike"
33658,1.56,"Palike"
33660,1.352,"Palike"
33664,1.317,"Palike"
33668,1.17,"Palike"
33673,1.251,"Palike"
33673,1.251,"Palike"
33676,1.029,"Palike"
33680,1.062,"Palike"
33682,1.062,"Palike"
33684,1.05,"Palike"
33684,1.05,"Palike"
33686,1.246,"Palike"
33688,1.257,"Palike"
33690,1.189,"Palike"
33692,1.142,"Palike"
33695,1.329,"Palike"
33695,1.329,"Palike"
33697,1.074,"Palike"
33699,1.31,"Palike"
33702,1.075,"Palike"
33703,0.962,"Palike"
33703,1.076,"Palike"
33706,0.937,"Palike"
33710,1.154,"Palike"
33710,1.154,"Palike"
33714,1.11,"Palike"
33718,1.288,"Palike"
33722,1.297,"Palike"
33725,1.176,"Palike"
33729,1.279,"Palike"
33733,1.087,"Palike"
33733,1.087,"Palike"
33737,1.209,"Palike"
33741,1.141,"Palike"
33745,0.879,"Palike"
33748,0.935,"Palike"
33752,0.976,"Palike"
33752,0.976,"Palike"
33756,0.832,"Palike"
33760,1.027,"Palike"
33767,1.091,"Palike"
33769,0.844,"Palike"
33769,0.844,"Palike"
33773,1.018,"Palike"
33775,0.954,"Palike"
33780,1.231,"Palike"
33780,0.9,"Palike"
33780,1.231,"Palike"
33786,1.175,"Palike"
33787,1.369,"Palike"
33791,1.176,"Palike"
33794,1.235,"Palike"
33800,0.927,"Palike"
33800,0.927,"Palike"
33807,1.069,"Palike"
33811,1.069,"Palike"
33811,0.718,"Palike"
33814,0.957,"Palike"
33821,1.003,"Palike"
33827,1.066,"Palike"
33833,0.984,"Palike"
33833,0.984,"Palike"
33841,1.025,"Palike"
33843,0.857,"Palike"
33846,0.969,"Palike"
33852,1.205,"Palike"
33858,1.025,"Palike"
33866,1.134,"Palike"
33866,1.134,"Palike"
33874,1.032,"Palike"
33884,1.238,"Palike"
33884,1.238,"Palike"
33895,0.973,"Palike"
33905,1.048,"Palike"
33915,1.009,"Palike"
33928,0.993,"Palike"
33946,0.671,"Palike"
