"depth","age","d13c","d18o","auth"
NA,27323,0.348,1.579,"Palike"
NA,27338,0.448,2.044,"Palike"
NA,27347,0.232,1.515,"Palike"
NA,27354,0.334,1.733,"Palike"
NA,27359,0.37,1.35,"Palike"
NA,27364,0.217,1.365,"Palike"
NA,27370,0.26,1.823,"Palike"
NA,27372,NA,1.54,"Palike"
NA,27375,0.575,2.16,"Palike"
NA,27379,0.804,1.876,"Palike"
NA,27384,0.978,1.79,"Palike"
NA,27388,0.51,1.73,"Palike"
NA,27399,0.711,1.905,"Palike"
NA,27412,0.53,1.844,"Palike"
NA,27413,0.51,1.83,"Palike"
NA,27417,0.655,1.851,"Palike"
NA,27417,0.505,1.751,"Palike"
NA,27424,0.746,1.831,"Palike"
NA,27431,0.683,1.9,"Palike"
NA,27431,0.548,2.061,"Palike"
NA,27432,0.67,1.7,"Palike"
NA,27437,0.428,1.354,"Palike"
NA,27447,0.588,1.621,"Palike"
NA,27450,0.708,1.595,"Palike"
NA,27453,0.737,1.807,"Palike"
NA,27462,0.598,1.475,"Palike"
NA,27470,0.603,1.521,"Palike"
NA,27471,0.467,1.34,"Palike"
NA,27471,0.602,1.346,"Palike"
NA,27482,0.598,1.728,"Palike"
NA,27491,0.921,2.041,"Palike"
NA,27491,0.64,2.136,"Palike"
NA,27492,0.63,NA,"Palike"
NA,27497,0.796,1.919,"Palike"
NA,27497,0.733,1.929,"Palike"
NA,27500,0.867,1.913,"Palike"
NA,27500,0.753,1.691,"Palike"
NA,27502,0.68,1.61,"Palike"
NA,27504,0.778,2.187,"Palike"
NA,27504,0.754,1.9,"Palike"
NA,27504,0.804,1.91,"Palike"
NA,27511,0.443,2.044,"Palike"
NA,27515,0.587,1.766,"Palike"
NA,27515,0.635,1.785,"Palike"
NA,27515,0.543,1.747,"Palike"
NA,27516,0.68,1.47,"Palike"
NA,27520,0.658,1.765,"Palike"
NA,27520,0.705,2.079,"Palike"
NA,27528,0.763,1.991,"Palike"
NA,27528,0.737,1.62,"Palike"
NA,27529,0.63,1.47,"Palike"
NA,27532,0.785,1.868,"Palike"
NA,27532,0.9,1.83,"Palike"
NA,27533,0.671,1.84,"Palike"
NA,27533,0.55,1.551,"Palike"
NA,27535,0.637,1.402,"Palike"
NA,27535,0.761,2.152,"Palike"
NA,27536,0.631,1.921,"Palike"
NA,27539,0.617,2.046,"Palike"
NA,27539,0.628,2.215,"Palike"
NA,27542,0.77,2.01,"Palike"
NA,27544,0.788,2.106,"Palike"
NA,27545,0.6,2.013,"Palike"
NA,27546,0.807,1.737,"Palike"
NA,27546,0.829,1.739,"Palike"
NA,27546,0.837,2.147,"Palike"
NA,27548,0.738,1.649,"Palike"
NA,27552,0.468,1.543,"Palike"
NA,27552,0.44,1.882,"Palike"
NA,27559,0.423,1.728,"Palike"
NA,27559,0.558,2.138,"Palike"
NA,27560,0.401,1.538,"Palike"
NA,27560,0.733,1.937,"Palike"
NA,27560,0.637,1.967,"Palike"
NA,27563,0.557,1.959,"Palike"
NA,27564,0.53,1.816,"Palike"
NA,27564,0.317,1.746,"Palike"
NA,27566,0.392,1.618,"Palike"
NA,27568,0.21,1.77,"Palike"
NA,27569,0.292,1.805,"Palike"
NA,27569,0.405,2.014,"Palike"
NA,27572,0.49,1.73,"Palike"
NA,27572,0.455,2.097,"Palike"
NA,27576,0.658,1.882,"Palike"
NA,27586,0.644,2.069,"Palike"
NA,27598,0.51,1.81,"Palike"
NA,27598,0.657,1.651,"Palike"
NA,27608,0.464,1.583,"Palike"
NA,27610,0.298,1.886,"Palike"
NA,27615,0.558,2.187,"Palike"
NA,27615,0.276,2.233,"Palike"
NA,27619,0.477,1.961,"Palike"
NA,27619,0.505,1.936,"Palike"
NA,27631,0.521,1.728,"Palike"
NA,27646,0.43,1.71,"Palike"
NA,27646,0.609,1.724,"Palike"
NA,27662,0.483,1.748,"Palike"
NA,27678,0.48,1.923,"Palike"
NA,27690,0.421,2.291,"Palike"
NA,27695,0.276,1.993,"Palike"
NA,27695,0.411,2.312,"Palike"
NA,27701,0.439,1.919,"Palike"
NA,27703,0.261,2.3,"Palike"
NA,27708,0.317,1.662,"Palike"
NA,27708,0.581,2.331,"Palike"
NA,27722,0.139,1.393,"Palike"
NA,27722,0.041,1.086,"Palike"
NA,27723,0.457,1.775,"Palike"
NA,27728,0.252,1.256,"Palike"
NA,27729,0.466,1.849,"Palike"
NA,27735,0.449,1.483,"Palike"
NA,27739,0.027,1.594,"Palike"
NA,27742,0.36,NA,"Palike"
NA,27746,0.114,1.565,"Palike"
NA,27749,0.292,1.577,"Palike"
NA,27759,0.176,1.535,"Palike"
NA,27764,0.184,1.682,"Palike"
NA,27768,0.396,1.482,"Palike"
NA,27768,0.823,1.717,"Palike"
NA,27772,0.518,1.386,"Palike"
NA,27772,0.656,1.657,"Palike"
NA,27776,0.546,2.035,"Palike"
NA,27780,0.363,1.396,"Palike"
NA,27785,0.574,2.114,"Palike"
NA,27785,0.485,2.186,"Palike"
NA,27798,0.699,1.842,"Palike"
NA,27809,0.556,2.033,"Palike"
NA,27809,0.714,1.821,"Palike"
NA,27821,0.592,2.057,"Palike"
NA,27825,0.64,1.81,"Palike"
NA,27834,0.353,1.581,"Palike"
NA,27884,0.991,1.784,"Palike"
NA,27884,0.68,2,"Palike"
NA,27889,0.67,1.83,"Palike"
NA,27896,0.277,2.223,"Palike"
NA,27912,0.586,1.948,"Palike"
NA,27917,0.593,2.18,"Palike"
NA,27925,0.552,1.999,"Palike"
NA,27925,0.454,1.831,"Palike"
NA,27938,0.799,2.119,"Palike"
NA,27940,0.717,2.017,"Palike"
NA,27943,0.89,2.264,"Palike"
NA,27943,0.56,2.008,"Palike"
NA,27947,0.729,2.162,"Palike"
NA,27951,0.793,2.253,"Palike"
NA,27960,0.891,1.85,"Palike"
NA,27960,0.57,1.85,"Palike"
NA,27975,0.763,1.783,"Palike"
NA,27986,0.674,1.868,"Palike"
NA,28000,0.278,1.489,"Palike"
NA,28008,0.258,1.79,"Palike"
NA,28019,0.436,1.598,"Palike"
NA,28026,0.399,1.614,"Palike"
NA,28028,0.294,1.728,"Palike"
NA,28031,0.802,1.814,"Palike"
NA,28035,0.622,1.768,"Palike"
NA,28046,0.481,1.78,"Palike"
NA,28058,0.427,1.82,"Palike"
NA,28070,0.357,1.785,"Palike"
NA,28075,0.165,1.774,"Palike"
NA,28077,0.368,2.194,"Palike"
NA,28078,0.134,1.75,"Palike"
NA,28084,0.825,1.905,"Palike"
NA,28089,0.266,1.605,"Palike"
NA,28096,0.11,1.65,"Palike"
NA,28097,0.053,1.679,"Palike"
NA,28097,0.01,1.578,"Palike"
NA,28100,0.267,2.012,"Palike"
NA,28100,0.008,2.044,"Palike"
NA,28104,0.466,1.852,"Palike"
NA,28109,0.549,1.455,"Palike"
NA,28112,0.148,1.503,"Palike"
NA,28113,0.18,1.47,"Palike"
NA,28113,0.442,1.685,"Palike"
NA,28115,0.405,1.355,"Palike"
NA,28122,0.136,1.475,"Palike"
NA,28128,0.136,1.842,"Palike"
NA,28129,0.27,1.82,"Palike"
NA,28131,0.302,1.772,"Palike"
NA,28134,0.429,1.442,"Palike"
NA,28134,0.259,1.578,"Palike"
NA,28137,0.368,1.324,"Palike"
NA,28137,0.22,1.298,"Palike"
NA,28146,0.338,2.069,"Palike"
NA,28153,0.072,1.731,"Palike"
NA,28155,0.21,1.66,"Palike"
NA,28156,-0.008,1.543,"Palike"
NA,28160,0.143,1.456,"Palike"
NA,28164,0.316,1.462,"Palike"
NA,28173,0.573,2.008,"Palike"
NA,28185,0.565,1.861,"Palike"
NA,28185,0.401,1.627,"Palike"
NA,28190,0.33,1.65,"Palike"
NA,28194,0.367,1.815,"Palike"
NA,28201,0.426,1.495,"Palike"
NA,28204,0.335,1.145,"Palike"
NA,28211,0.154,1.43,"Palike"
NA,28211,0.301,1.463,"Palike"
NA,28220,0.427,2.057,"Palike"
NA,28226,0.34,1.647,"Palike"
NA,28229,0.07,1.792,"Palike"
NA,28237,0.182,1.5,"Palike"
NA,28237,0.338,1.233,"Palike"
NA,28240,0.783,1.667,"Palike"
NA,28250,0.376,1.819,"Palike"
NA,28252,0.378,1.769,"Palike"
NA,28252,0.078,1.758,"Palike"
NA,28253,0.499,1.77,"Palike"
NA,28259,0.331,1.896,"Palike"
NA,28260,0.38,1.43,"Palike"
NA,28261,0.75,1.97,"Palike"
NA,28268,0.424,1.461,"Palike"
NA,28272,0.636,1.982,"Palike"
NA,28276,0.384,1.421,"Palike"
NA,28281,0.451,1.881,"Palike"
NA,28287,0.49,1.963,"Palike"
NA,28293,0.461,2.147,"Palike"
NA,28294,0.65,1.69,"Palike"
NA,28296,0.963,2.045,"Palike"
NA,28304,0.565,2.035,"Palike"
NA,28313,0.544,1.918,"Palike"
NA,28326,0.445,1.838,"Palike"
NA,28339,0.47,2.03,"Palike"
NA,28352,0.375,2.05,"Palike"
NA,28352,0.3,1.93,"Palike"
NA,28364,0.781,1.855,"Palike"
NA,28377,0.596,1.819,"Palike"
NA,28383,0.347,1.919,"Palike"
NA,28386,0.325,1.634,"Palike"
NA,28390,0.316,1.875,"Palike"
NA,28393,0.377,1.803,"Palike"
NA,28396,0.538,1.446,"Palike"
NA,28399,0.403,1.171,"Palike"
NA,28402,0.48,1.409,"Palike"
NA,28405,0.52,1.537,"Palike"
NA,28407,0.4,1.98,"Palike"
NA,28408,0.494,1.592,"Palike"
NA,28411,0.364,1.609,"Palike"
NA,28419,0.727,1.947,"Palike"
NA,28425,0.639,1.683,"Palike"
NA,28430,0.622,1.537,"Palike"
NA,28433,0.641,1.528,"Palike"
NA,28434,0.5,1.67,"Palike"
NA,28439,0.242,1.408,"Palike"
NA,28444,0.225,1.857,"Palike"
NA,28456,0.445,1.705,"Palike"
NA,28457,0.5,1.53,"Palike"
NA,28460,0.359,2.027,"Palike"
NA,28469,0.354,1.543,"Palike"
NA,28471,0.412,1.326,"Palike"
NA,28474,0.056,1.563,"Palike"
NA,28476,0.267,1.796,"Palike"
NA,28476,0.46,1.76,"Palike"
NA,28484,0.149,1.685,"Palike"
NA,28487,0.17,1.894,"Palike"
NA,28491,0.421,1.554,"Palike"
NA,28498,0.426,1.743,"Palike"
NA,28503,0.649,1.543,"Palike"
NA,28503,0.649,1.543,"Palike"
NA,28503,0.649,1.543,"Palike"
NA,28503,0.649,1.543,"Palike"
NA,28504,0.275,1.669,"Palike"
NA,28506,0.353,1.605,"Palike"
NA,28509,-0.025,1.814,"Palike"
NA,28511,0.12,1.599,"Palike"
NA,28516,-0.003,1.474,"Palike"
NA,28525,0.264,1.792,"Palike"
NA,28528,0.42,1.48,"Palike"
NA,28539,0.283,1.67,"Palike"
NA,28557,0.057,1.372,"Palike"
NA,28557,0.07,1.283,"Palike"
NA,28569,0.272,2.062,"Palike"
NA,28573,0.083,1.831,"Palike"
NA,28576,0.15,1.77,"Palike"
NA,28580,-0.138,1.878,"Palike"
NA,28584,0.041,1.186,"Palike"
NA,28587,0.227,1.485,"Palike"
NA,28591,0.072,1.451,"Palike"
NA,28595,0.195,1.504,"Palike"
NA,28599,0.07,1.812,"Palike"
NA,28603,-0.183,1.992,"Palike"
NA,28604,0.102,1.814,"Palike"
NA,28607,0.062,1.684,"Palike"
NA,28609,0.414,1.433,"Palike"
NA,28614,0.602,1.665,"Palike"
NA,28623,0.375,1.694,"Palike"
NA,28625,0.267,1.666,"Palike"
NA,28627,0.1,1.74,"Palike"
NA,28628,0.006,1.734,"Palike"
NA,28630,0.177,1.658,"Palike"
NA,28631,0.261,1.598,"Palike"
NA,28631,-0.062,1.724,"Palike"
NA,28633,0.095,1.774,"Palike"
NA,28633,0.101,1.929,"Palike"
NA,28634,0.233,2.129,"Palike"
NA,28634,0.444,1.832,"Palike"
NA,28635,0.474,1.289,"Palike"
NA,28638,0.259,1.523,"Palike"
NA,28638,0.274,1.612,"Palike"
NA,28641,0.322,1.924,"Palike"
NA,28644,0.311,1.925,"Palike"
NA,28647,0.231,1.994,"Palike"
NA,28650,0.603,1.842,"Palike"
NA,28652,0.283,1.737,"Palike"
NA,28657,0.366,1.788,"Palike"
NA,28663,0.487,1.918,"Palike"
NA,28664,0.464,2.138,"Palike"
NA,28664,0.029,1.869,"Palike"
NA,28667,0.139,1.683,"Palike"
NA,28668,0.14,NA,"Palike"
NA,28670,0.167,1.613,"Palike"
NA,28673,0.171,1.628,"Palike"
NA,28680,0.2,1.498,"Palike"
NA,28685,0.45,1.8,"Palike"
NA,28691,0.467,1.635,"Palike"
NA,28691,0.453,1.836,"Palike"
NA,28702,0.521,1.603,"Palike"
NA,28712,0.674,1.743,"Palike"
NA,28722,0.201,1.931,"Palike"
NA,28735,0.576,2.036,"Palike"
NA,28742,0.62,1.77,"Palike"
NA,28748,0.312,1.726,"Palike"
NA,28759,0.594,1.896,"Palike"
NA,28772,0.428,1.761,"Palike"
NA,28776,0.253,1.755,"Palike"
NA,28776,0.409,1.99,"Palike"
NA,28787,0.468,1.863,"Palike"
NA,28792,0.55,1.62,"Palike"
NA,28793,0.388,1.688,"Palike"
NA,28798,0.471,1.713,"Palike"
NA,28801,0.072,1.717,"Palike"
NA,28801,0.176,1.799,"Palike"
NA,28809,0.598,1.954,"Palike"
NA,28820,0.411,1.626,"Palike"
NA,28822,0.575,1.614,"Palike"
NA,28825,0.401,1.801,"Palike"
NA,28825,0.255,1.912,"Palike"
NA,28832,0.482,1.692,"Palike"
NA,28836,0.409,1.902,"Palike"
NA,28842,0.109,1.634,"Palike"
NA,28852,0.591,2.001,"Palike"
NA,28857,0.256,1.85,"Palike"
NA,28859,0.207,1.798,"Palike"
NA,28866,0.253,1.588,"Palike"
NA,28870,0.115,1.873,"Palike"
NA,28873,0.404,2.009,"Palike"
NA,28876,0.152,1.828,"Palike"
NA,28878,0.34,1.86,"Palike"
NA,28881,0.277,1.886,"Palike"
NA,28887,0.678,2.327,"Palike"
NA,28894,0.697,1.966,"Palike"
NA,28901,0.682,2.4,"Palike"
NA,28905,0.299,1.969,"Palike"
NA,28909,0.266,1.714,"Palike"
NA,28909,0.476,1.9,"Palike"
NA,28912,0.229,1.836,"Palike"
NA,28917,0.149,1.736,"Palike"
NA,28923,0.591,2.011,"Palike"
NA,28924,0.232,1.876,"Palike"
NA,28928,0.772,1.713,"Palike"
NA,28930,0.368,1.751,"Palike"
NA,28930,0.192,1.518,"Palike"
NA,28931,0.563,1.443,"Palike"
NA,28931,0.513,1.55,"Palike"
NA,28936,0.555,1.755,"Palike"
NA,28939,0.415,1.792,"Palike"
NA,28943,0.574,1.67,"Palike"
NA,28945,0.42,NA,"Palike"
NA,28952,0.063,1.385,"Palike"
NA,28961,0.378,1.614,"Palike"
NA,28967,0.486,2.048,"Palike"
NA,28973,0.317,1.607,"Palike"
NA,28978,0.45,1.59,"Palike"
NA,28979,0.454,1.644,"Palike"
NA,28990,0.542,2.034,"Palike"
NA,28994,0.512,2.189,"Palike"
NA,28994,0.435,1.742,"Palike"
NA,28997,0.511,2.031,"Palike"
NA,29007,0.568,1.723,"Palike"
NA,29009,0.73,1.672,"Palike"
NA,29016,0.528,2.057,"Palike"
NA,29021,0.509,1.757,"Palike"
NA,29028,0.364,1.169,"Palike"
NA,29031,0.269,1.378,"Palike"
NA,29034,0.57,1.62,"Palike"
NA,29036,0.679,2.051,"Palike"
NA,29039,0.522,2.092,"Palike"
NA,29042,0.266,1.843,"Palike"
NA,29042,0.211,1.868,"Palike"
NA,29046,0.291,1.762,"Palike"
NA,29050,0.364,1.786,"Palike"
NA,29052,NA,1.862,"Palike"
NA,29053,0.397,1.9,"Palike"
NA,29056,0.465,1.658,"Palike"
NA,29060,0.393,1.942,"Palike"
NA,29071,0.426,1.44,"Palike"
NA,29072,0.676,1.583,"Palike"
NA,29073,0.412,1.471,"Palike"
NA,29079,0.236,1.81,"Palike"
NA,29085,0.482,2.065,"Palike"
NA,29087,0.471,2.081,"Palike"
NA,29090,0.102,2.099,"Palike"
NA,29093,0.55,1.87,"Palike"
NA,29097,0.637,1.984,"Palike"
NA,29104,0.389,1.973,"Palike"
NA,29107,0.463,1.958,"Palike"
NA,29111,0.428,1.908,"Palike"
NA,29118,0.35,1.654,"Palike"
NA,29119,0.45,1.61,"Palike"
NA,29120,0.45,1.61,"Palike"
NA,29126,0.1,1.761,"Palike"
NA,29132,0.57,2.289,"Palike"
NA,29140,0.34,1.648,"Palike"
NA,29147,0.358,1.743,"Palike"
NA,29150,NA,1.464,"Palike"
NA,29152,0.477,1.745,"Palike"
NA,29160,0.393,2.032,"Palike"
NA,29163,0.226,1.959,"Palike"
NA,29167,0.501,2.284,"Palike"
NA,29169,0.487,2.121,"Palike"
NA,29170,0.559,1.483,"Palike"
NA,29180,0.566,1.982,"Palike"
NA,29186,0.364,2.059,"Palike"
NA,29190,0.498,1.948,"Palike"
NA,29196,0.193,1.353,"Palike"
NA,29198,0.39,1.62,"Palike"
NA,29198,0.39,1.62,"Palike"
NA,29201,0.272,1.472,"Palike"
NA,29202,0.53,1.45,"Palike"
NA,29204,0.484,1.692,"Palike"
NA,29212,0.268,1.522,"Palike"
NA,29218,0.25,1.287,"Palike"
NA,29223,0.349,1.413,"Palike"
NA,29228,0.27,1.69,"Palike"
NA,29230,0.152,1.851,"Palike"
NA,29237,-0.007,1.567,"Palike"
NA,29246,0.418,1.915,"Palike"
NA,29249,0.383,1.743,"Palike"
NA,29249,0.516,1.908,"Palike"
NA,29258,0.458,1.564,"Palike"
NA,29258,0.608,1.686,"Palike"
NA,29258,0.608,1.686,"Palike"
NA,29258,0.608,1.686,"Palike"
NA,29258,0.608,1.686,"Palike"
NA,29258,0.608,1.686,"Palike"
NA,29267,0.154,1.946,"Palike"
NA,29270,0.459,2.036,"Palike"
NA,29279,0.297,1.691,"Palike"
NA,29283,0.44,1.78,"Palike"
NA,29283,0.45,1.79,"Palike"
NA,29287,0.335,1.759,"Palike"
NA,29295,0.304,1.705,"Palike"
NA,29304,0.231,1.774,"Palike"
NA,29304,0.232,1.61,"Palike"
NA,29306,-0.065,1.617,"Palike"
NA,29307,0.234,1.86,"Palike"
NA,29309,-0.123,1.224,"Palike"
NA,29309,0.222,1.58,"Palike"
NA,29312,0.29,1.63,"Palike"
NA,29312,0.155,1.365,"Palike"
NA,29312,-0.029,1.425,"Palike"
NA,29314,0.21,1.799,"Palike"
NA,29315,-0.008,1.634,"Palike"
NA,29316,0.157,1.586,"Palike"
NA,29316,0.137,1.628,"Palike"
NA,29317,0.123,1.568,"Palike"
NA,29317,0.019,1.539,"Palike"
NA,29318,0.158,1.623,"Palike"
NA,29325,0.075,1.422,"Palike"
NA,29325,0.053,1.125,"Palike"
NA,29331,-0.085,1.009,"Palike"
NA,29334,0.239,1.301,"Palike"
NA,29338,0.367,1.542,"Palike"
NA,29343,0.156,1.532,"Palike"
NA,29345,0.323,1.302,"Palike"
NA,29348,0.232,1.157,"Palike"
NA,29350,-0.084,0.953,"Palike"
NA,29350,0.37,1.11,"Palike"
NA,29354,-0.05,1.102,"Palike"
NA,29361,0.21,1.714,"Palike"
NA,29363,0.265,1.894,"Palike"
NA,29366,0.33,1.54,"Palike"
NA,29370,0.167,1.668,"Palike"
NA,29370,0.378,1.827,"Palike"
NA,29376,0.515,1.825,"Palike"
NA,29376,0.71,1.544,"Palike"
NA,29378,0.52,1.79,"Palike"
NA,29381,0.718,1.861,"Palike"
NA,29390,0.473,1.671,"Palike"
NA,29393,0.384,1.868,"Palike"
NA,29401,0.305,1.441,"Palike"
NA,29405,0.128,1.862,"Palike"
NA,29405,0.072,1.747,"Palike"
NA,29406,0.52,1.6,"Palike"
NA,29407,0.68,1.8,"Palike"
NA,29409,0.307,1.572,"Palike"
NA,29409,0.276,1.746,"Palike"
NA,29413,0.336,1.732,"Palike"
NA,29417,0.439,2.117,"Palike"
NA,29421,0.145,1.752,"Palike"
NA,29429,0.351,1.637,"Palike"
NA,29430,0.477,1.701,"Palike"
NA,29436,0.027,1.351,"Palike"
NA,29447,0.123,1.384,"Palike"
NA,29447,0.405,1.502,"Palike"
NA,29451,0.243,1.172,"Palike"
NA,29451,0.409,1.53,"Palike"
NA,29456,0.047,1.589,"Palike"
NA,29456,0.436,1.356,"Palike"
NA,29457,0.296,1.068,"Palike"
NA,29458,0.426,1.444,"Palike"
NA,29458,0.426,1.444,"Palike"
NA,29459,0.705,1.724,"Palike"
NA,29461,0.179,1.354,"Palike"
NA,29467,0.162,1.631,"Palike"
NA,29474,0.648,1.587,"Palike"
NA,29478,0.325,1.399,"Palike"
NA,29486,0.602,1.529,"Palike"
NA,29488,0.445,1.576,"Palike"
NA,29500,0.446,1.834,"Palike"
NA,29511,0.308,1.817,"Palike"
NA,29511,0.308,1.817,"Palike"
NA,29514,0.796,1.69,"Palike"
NA,29514,0.385,1.189,"Palike"
NA,29526,0.431,1.956,"Palike"
NA,29533,0.506,1.427,"Palike"
NA,29536,0.332,1.371,"Palike"
NA,29549,0.61,1.71,"Palike"
NA,29553,0.375,1.559,"Palike"
NA,29563,0.728,1.538,"Palike"
NA,29566,0.739,1.648,"Palike"
NA,29570,0.708,1.75,"Palike"
NA,29570,0.424,1.647,"Palike"
NA,29574,0.767,1.702,"Palike"
NA,29582,0.654,1.792,"Palike"
NA,29585,0.936,1.781,"Palike"
NA,29589,0.621,1.49,"Palike"
NA,29593,0.352,1.576,"Palike"
NA,29597,0.144,1.658,"Palike"
NA,29602,0.618,1.585,"Palike"
NA,29602,0.295,1.558,"Palike"
NA,29603,0.389,1.408,"Palike"
NA,29605,0.351,1.843,"Palike"
NA,29606,0.65,1.56,"Palike"
NA,29606,0.65,1.56,"Palike"
NA,29607,0.477,1.126,"Palike"
NA,29609,0.382,1.258,"Palike"
NA,29611,0.177,1.767,"Palike"
NA,29612,0.127,1.67,"Palike"
NA,29612,0.295,1.818,"Palike"
NA,29615,0.122,1.675,"Palike"
NA,29616,0.572,1.505,"Palike"
NA,29618,0.443,1.418,"Palike"
NA,29618,0.245,1.489,"Palike"
NA,29620,0.176,1.215,"Palike"
NA,29621,0.263,2.033,"Palike"
NA,29621,0.158,2.075,"Palike"
NA,29626,0.409,1.731,"Palike"
NA,29628,0.422,1.597,"Palike"
NA,29628,0.422,1.597,"Palike"
NA,29631,0.305,0.865,"Palike"
NA,29638,0.19,1.951,"Palike"
NA,29643,0.295,1.446,"Palike"
NA,29656,0.369,1.818,"Palike"
NA,29673,0.314,1.792,"Palike"
NA,29686,0.544,1.667,"Palike"
NA,29691,0.34,1.55,"Palike"
NA,29701,0.265,1.703,"Palike"
NA,29707,-0.034,1.362,"Palike"
NA,29713,0.159,1.545,"Palike"
NA,29713,0.163,1.517,"Palike"
NA,29734,0.163,1.537,"Palike"
NA,29734,-0.028,1.252,"Palike"
NA,29741,0.23,1.279,"Palike"
NA,29746,0,0.992,"Palike"
NA,29755,0.224,1.347,"Palike"
NA,29758,0.09,1.248,"Palike"
NA,29758,0.068,1.304,"Palike"
NA,29761,0.473,1.976,"Palike"
NA,29764,-0.119,1.76,"Palike"
NA,29764,0.062,1.547,"Palike"
NA,29767,0.48,1.73,"Palike"
NA,29772,0.683,1.714,"Palike"
NA,29782,0.626,1.57,"Palike"
NA,29791,0.411,1.721,"Palike"
NA,29791,0.487,1.526,"Palike"
NA,29800,0.423,1.573,"Palike"
NA,29810,0.457,1.658,"Palike"
NA,29814,0.31,1.182,"Palike"
NA,29817,0.255,1.389,"Palike"
NA,29820,0.264,1.933,"Palike"
NA,29822,0.167,1.49,"Palike"
NA,29824,0.344,1.392,"Palike"
NA,29826,0.36,1.5,"Palike"
NA,29827,0.298,1.206,"Palike"
NA,29827,0.216,1.382,"Palike"
NA,29830,0.523,1.576,"Palike"
NA,29835,0.175,1.332,"Palike"
NA,29839,-0.031,1.184,"Palike"
NA,29843,0.18,1.333,"Palike"
NA,29846,0.34,1.54,"Palike"
NA,29848,0.217,1.953,"Palike"
NA,29849,0.491,1.287,"Palike"
NA,29850,0.827,1.581,"Palike"
NA,29852,0.478,1.612,"Palike"
NA,29852,0.449,1.512,"Palike"
NA,29852,0.746,1.742,"Palike"
NA,29854,0.664,1.583,"Palike"
NA,29857,0.205,1.513,"Palike"
NA,29861,0.028,1.757,"Palike"
NA,29866,0.475,1.75,"Palike"
NA,29870,0.617,1.638,"Palike"
NA,29870,0.501,1.568,"Palike"
NA,29872,0.243,1.602,"Palike"
NA,29872,0.589,1.986,"Palike"
NA,29875,0.446,1.545,"Palike"
NA,29880,0.591,1.816,"Palike"
NA,29880,0.626,1.918,"Palike"
NA,29886,0.781,1.826,"Palike"
NA,29886,0.44,1.871,"Palike"
NA,29893,0.671,1.942,"Palike"
NA,29898,0.098,1.5,"Palike"
NA,29898,0.681,1.793,"Palike"
NA,29903,0.738,2.094,"Palike"
NA,29910,0.596,1.549,"Palike"
NA,29910,0.443,1.778,"Palike"
NA,29917,0.58,1.78,"Palike"
NA,29917,0.662,1.809,"Palike"
NA,29924,0.395,1.944,"Palike"
NA,29924,0.788,1.67,"Palike"
NA,29928,0.618,1.65,"Palike"
NA,29930,0.924,1.533,"Palike"
NA,29930,0.367,1.621,"Palike"
NA,29932,0.797,1.574,"Palike"
NA,29936,0.903,1.858,"Palike"
NA,29936,0.534,1.879,"Palike"
NA,29936,0.438,2.032,"Palike"
NA,29938,0.694,1.65,"Palike"
NA,29939,0.819,1.623,"Palike"
NA,29943,0.81,2.086,"Palike"
NA,29943,0.771,2.239,"Palike"
NA,29943,0.75,1.591,"Palike"
NA,29948,0.51,1.489,"Palike"
NA,29950,0.535,1.467,"Palike"
NA,29950,0.384,1.941,"Palike"
NA,29952,0.24,1.327,"Palike"
NA,29953,0.411,1.59,"Palike"
NA,29953,0.428,1.515,"Palike"
NA,29955,0.443,1.426,"Palike"
NA,29957,0.38,1.674,"Palike"
NA,29957,0.613,1.582,"Palike"
NA,29962,0.556,1.864,"Palike"
NA,29964,0.508,1.884,"Palike"
NA,29964,NA,1.87,"Palike"
NA,29965,0.387,1.541,"Palike"
NA,29968,0.665,1.654,"Palike"
NA,29968,0.446,1.871,"Palike"
NA,29970,0.648,1.563,"Palike"
NA,29972,0.58,1.755,"Palike"
NA,29972,0.446,1.671,"Palike"
NA,29972,0.668,1.78,"Palike"
NA,29974,0.593,1.573,"Palike"
NA,29978,0.965,1.928,"Palike"
NA,29979,0.868,1.695,"Palike"
NA,29981,0.818,1.841,"Palike"
NA,29987,0.547,1.78,"Palike"
NA,29993,0.592,1.712,"Palike"
NA,29996,0.72,1.6,"Palike"
NA,29996,0.72,1.6,"Palike"
NA,29999,0.667,1.58,"Palike"
NA,30005,0.535,1.462,"Palike"
NA,30012,0.634,1.707,"Palike"
NA,30017,0.664,1.746,"Palike"
NA,30022,0.638,1.712,"Palike"
NA,30025,0.69,1.745,"Palike"
NA,30031,0.59,1.581,"Palike"
NA,30036,0.671,1.679,"Palike"
NA,30038,0.671,1.771,"Palike"
NA,30040,0.672,2.042,"Palike"
NA,30041,0.441,NA,"Palike"
NA,30042,0.587,1.877,"Palike"
NA,30044,0.638,1.858,"Palike"
NA,30045,0.875,2.038,"Palike"
NA,30047,0.68,1.897,"Palike"
NA,30049,0.636,1.746,"Palike"
NA,30051,0.607,1.765,"Palike"
NA,30053,0.777,1.994,"Palike"
NA,30055,0.579,1.815,"Palike"
NA,30057,0.785,1.63,"Palike"
NA,30059,0.614,2.074,"Palike"
NA,30059,0.73,1.75,"Palike"
NA,30060,0.341,1.827,"Palike"
NA,30062,0.637,1.819,"Palike"
NA,30064,0.772,1.732,"Palike"
NA,30066,0.646,1.894,"Palike"
NA,30068,0.583,1.855,"Palike"
NA,30070,0.693,2.02,"Palike"
NA,30072,0.569,1.67,"Palike"
